date,maxtmp,mintmp,rain,sunshine,avgrh,evapor,meantemp
19860429,36.20,23.70,3.50,9.60,72.00,6.20,29.90
19860430,34.10,23.30,16.30,6.10,79.00,6.10,28.70
19860501,34.80,22.30,14.00,8.70,76.00,4.90,28.50
19860502,31.90,22.10,7.20,5.20,82.00,3.50,27.00
19860503,33.40,23.10,0.00,6.50,79.00,4.60,28.20
19860504,34.50,25.00,0.00,8.90,75.00,5.40,29.70
19860505,34.70,25.00,0.00,9.90,73.00,5.20,29.80
19860506,29.70,25.60,1.60,3.20,83.00,2.70,27.60
19860507,33.80,24.80,3.10,7.80,76.00,5.50,29.30
19860508,30.40,23.70,5.40,0.50,83.00,1.50,27.00
19860509,30.20,22.90,2.10,2.70,81.00,3.80,26.50
19860510,30.50,24.30,2.00,1.90,81.00,2.80,27.40
19860511,33.80,24.50,0.00,10.20,74.00,5.90,29.10
19860512,34.70,24.70,0.00,10.50,73.00,6.10,29.70
19860513,34.70,25.50,0.00,11.70,68.00,6.00,30.10
19860514,34.70,25.70,0.00,11.80,68.00,6.70,30.20
19860515,35.20,25.80,0.00,9.60,67.00,5.80,30.50
19860516,35.60,26.40,52.20,5.10,73.00,7.40,31.00
19860517,29.50,23.40,16.10,0.40,88.00,3.50,26.40
19860518,32.20,24.00,17.20,2.70,87.00,4.90,28.10
19860519,28.90,24.00,44.50,0.00,91.00,2.50,26.40
19860520,31.90,23.60,0.60,2.30,85.00,4.30,27.70
19860521,32.70,24.90,8.90,8.30,77.00,3.70,28.80
19860522,29.90,24.40,6.10,0.80,90.00,0.80,27.10
19860523,31.20,23.20,2.90,4.40,87.00,4.50,27.20
19860524,32.10,25.40,0.80,6.60,78.00,2.10,28.70
19860525,31.20,25.50,0.00,3.60,76.00,5.30,28.30
19860526,30.50,25.40,0.00,1.60,76.00,3.60,27.90
19860527,34.40,25.40,0.00,5.50,74.00,3.30,29.90
19860528,34.00,25.00,0.00,6.40,75.00,4.60,29.50
19860529,34.30,25.50,0.00,9.40,72.00,6.00,29.90
19860530,35.60,26.50,0.00,7.50,70.00,4.90,31.00
19860531,36.60,26.00,0.00,11.10,66.00,6.30,31.30
19860601,36.70,26.80,0.00,10.80,64.00,7.50,31.70
19860602,35.40,25.50,0.20,9.10,70.00,4.90,30.40
19860603,34.20,25.00,0.00,6.20,71.00,4.90,29.60
19860604,34.10,24.70,0.00,8.50,72.00,7.20,29.40
19860605,34.00,24.80,7.10,8.40,71.00,4.60,29.40
19860606,31.50,22.50,36.50,1.60,88.00,5.40,27.00
19860607,32.70,22.40,7.60,6.00,87.00,5.90,27.50
19860608,33.30,25.40,8.30,10.50,76.00,4.80,29.30
19860609,34.20,25.40,0.00,9.40,75.00,5.60,29.80
19860610,34.30,26.00,0.00,8.50,71.00,6.70,30.10
19860611,33.80,25.50,0.70,9.40,71.00,4.90,29.60
19860612,33.40,24.20,110.70,4.40,82.00,4.60,28.80
19860613,31.50,23.50,4.20,1.80,85.00,3.20,27.50
19860614,31.60,24.70,0.00,9.10,81.00,3.50,28.10
19860615,33.80,25.30,0.00,10.30,75.00,4.00,29.50
19860616,34.80,26.90,0.00,11.00,71.00,6.00,30.80
19860617,34.10,25.00,18.20,8.00,80.00,3.80,29.50
19860618,31.80,22.70,21.40,1.20,85.00,4.50,27.20
19860619,30.40,24.90,7.90,2.10,83.00,2.90,27.60
19860620,32.70,25.50,0.00,6.30,78.00,5.00,29.10
19860621,34.00,24.60,0.00,8.10,71.00,5.30,29.30
19860622,33.70,25.90,0.00,8.40,74.00,4.80,29.80
19860623,32.60,26.40,0.00,4.60,73.00,4.10,29.50
19860624,31.70,25.60,0.00,1.50,75.00,3.50,28.60
19860625,32.70,25.70,0.00,4.70,75.00,4.80,29.20
19860626,33.50,25.50,0.20,7.10,74.00,4.60,29.50
19860627,32.90,25.50,0.00,3.60,80.00,4.50,29.20
19860628,34.90,25.20,0.00,11.20,70.00,6.00,30.00
19860629,34.80,25.60,0.00,11.20,71.00,6.20,30.20
19860630,36.10,27.20,0.00,10.60,72.00,7.20,31.60
19860701,36.50,27.20,0.00,11.40,67.00,7.10,31.80
19860702,36.10,27.00,0.00,11.60,65.00,4.90,31.50
19860703,35.60,26.70,0.00,11.30,64.00,6.50,31.10
19860704,35.40,27.00,0.00,10.10,61.00,9.30,31.20
19860705,34.40,25.50,2.20,3.00,73.00,3.70,29.90
19860706,33.20,25.30,0.00,5.50,76.00,4.50,29.20
19860707,35.10,25.70,0.00,7.60,76.00,5.40,30.40
19860708,34.60,26.40,4.60,5.90,73.00,5.00,30.50
19860709,31.80,24.20,16.40,0.00,81.00,4.30,28.00
19860710,32.60,24.20,0.20,4.50,75.00,4.60,28.40
19860711,32.80,25.40,0.20,5.90,75.00,5.60,29.10
19860712,32.90,24.90,0.00,5.90,71.00,5.10,28.90
19860713,33.90,25.30,0.00,7.00,67.00,5.80,29.60
19860714,33.40,24.40,16.30,7.30,73.00,5.60,28.90
19860715,32.00,24.30,0.00,6.90,79.00,4.50,28.10
19860716,32.60,24.70,0.00,6.60,75.00,4.70,28.60
19860717,34.10,25.30,0.00,9.30,73.00,4.80,29.70
19860718,33.00,25.40,3.60,8.10,72.00,5.30,29.20
19860719,30.30,23.20,72.20,0.20,83.00,6.60,26.70
19860720,30.80,23.10,12.70,3.70,88.00,4.50,26.90
19860721,27.00,23.40,7.30,0.00,89.00,1.20,25.20
19860722,25.70,23.20,9.80,0.00,91.00,1.00,24.40
19860723,27.80,23.30,3.00,0.00,88.00,0.10,25.50
19860724,30.00,24.00,0.00,3.70,79.00,4.30,27.00
19860725,31.40,23.90,10.20,6.60,82.00,5.10,27.60
19860726,31.00,23.50,12.10,5.40,83.00,3.10,27.20
19860727,32.10,23.50,0.00,10.10,79.00,5.40,27.80
19860728,32.40,24.10,10.30,7.30,81.00,5.00,28.20
19860729,32.60,22.60,0.20,10.40,77.00,3.50,27.60
19860730,32.40,24.40,0.00,7.30,77.00,3.90,28.40
19860731,33.20,25.60,0.00,6.60,76.00,3.50,29.40
19860801,34.80,26.00,0.00,10.10,72.00,5.90,30.40
19860802,31.60,26.60,7.50,11.10,75.00,3.10,29.10
19860803,33.10,24.70,0.00,9.20,77.00,6.00,28.90
19860804,33.60,26.60,0.70,7.90,76.00,4.50,30.10
19860805,31.40,24.50,0.00,7.90,82.00,2.90,27.90
19860806,31.30,25.20,0.00,4.60,78.00,5.00,28.20
19860807,31.90,24.50,14.50,7.00,79.00,2.40,28.20
19860808,29.90,23.30,25.40,3.50,87.00,5.00,26.60
19860809,30.40,22.80,0.60,4.80,85.00,3.30,26.60
19860810,31.10,25.50,4.00,3.80,82.00,2.10,28.30
19860811,29.00,24.50,7.10,0.00,87.00,4.30,26.70
19860812,32.30,25.40,0.00,8.20,73.00,5.10,28.80
19860813,31.90,26.00,0.00,6.90,74.00,4.40,28.90
19860814,33.40,25.70,109.30,5.80,71.00,-9999.00,29.50
19860815,31.40,22.40,16.10,5.10,86.00,5.30,26.90
19860816,31.10,24.50,0.00,6.30,82.00,3.90,27.80
19860817,31.00,25.60,0.00,2.30,80.00,2.50,28.30
19860818,32.70,25.80,0.00,11.10,75.00,3.30,29.20
19860819,33.70,26.10,0.00,11.40,72.00,5.80,29.90
19860820,33.50,27.20,1.00,5.00,77.00,5.60,30.30
19860821,34.30,26.20,0.20,9.00,78.00,4.50,30.20
19860822,33.40,26.50,26.60,7.70,74.00,8.10,29.90
19860823,31.20,23.60,16.80,2.20,89.00,1.30,27.40
19860824,31.30,24.90,16.10,1.90,87.00,7.50,28.10
19860825,29.50,24.50,43.50,0.50,87.00,2.40,27.00
19860826,28.70,23.50,11.90,5.30,85.00,3.70,26.10
19860827,30.20,24.30,0.20,3.30,85.00,4.20,27.20
19860828,32.20,25.60,16.00,10.10,75.00,5.00,28.90
19860829,31.00,24.70,0.00,4.40,79.00,3.10,27.80
19860830,33.20,22.70,74.70,7.90,76.00,-9999.00,27.90
19860831,32.50,22.60,6.40,10.20,80.00,4.20,27.50
19860901,32.40,24.70,0.00,8.00,79.00,5.00,28.50
19860902,32.60,26.30,11.00,7.90,77.00,5.70,29.40
19860903,31.40,24.30,4.60,2.90,81.00,2.90,27.80
19860904,31.90,23.90,2.50,6.10,80.00,3.50,27.90
19860905,29.90,25.10,0.00,0.00,83.00,3.50,27.50
19860906,30.00,24.90,3.40,0.20,81.00,2.80,27.40
19860907,30.30,24.30,11.30,5.80,85.00,3.90,27.30
19860908,30.90,24.20,35.30,5.80,85.00,5.40,27.50
19860909,30.00,24.00,8.10,3.20,85.00,1.70,27.00
19860910,29.80,22.90,56.90,3.00,89.00,5.80,26.30
19860911,29.80,22.80,1.60,4.70,85.00,3.40,26.30
19860912,32.20,25.00,0.00,9.20,81.00,3.60,28.60
19860913,32.00,25.60,0.00,8.00,80.00,3.00,28.80
19860914,33.30,25.20,0.00,10.00,79.00,4.00,29.20
19860915,33.70,26.10,0.00,8.30,77.00,3.30,29.90
19860916,33.40,25.80,2.50,10.60,79.00,4.40,29.60
19860917,33.70,26.00,0.00,10.60,76.00,6.80,29.80
19860918,32.00,25.10,12.70,5.70,79.00,3.70,28.50
19860919,31.80,23.30,3.30,7.60,79.00,4.50,27.50
19860920,31.30,25.20,0.00,9.70,73.00,6.20,28.20
19860921,31.50,22.70,0.00,10.50,69.00,4.00,27.10
19860922,31.30,21.80,0.00,10.30,70.00,5.20,26.50
19860923,32.00,22.90,0.00,9.90,71.00,4.40,27.40
19860924,31.70,22.50,0.30,8.80,69.00,4.50,27.10
19860925,32.00,24.10,0.00,9.60,67.00,5.20,28.00
19860926,32.00,22.70,0.00,10.50,71.00,6.50,27.30
19860927,31.90,24.00,11.10,8.20,80.00,2.90,27.90
19860928,31.80,24.00,2.70,10.70,77.00,5.00,27.90
19860929,30.90,24.50,0.00,8.00,80.00,5.80,27.70
19860930,30.40,24.00,0.00,4.50,80.00,1.90,27.20
19861001,30.00,23.80,3.80,4.10,74.00,4.30,26.90
19861002,29.70,21.00,0.80,4.30,77.00,3.20,25.30
19861003,31.20,23.00,0.00,7.70,73.00,5.20,27.10
19861004,31.60,23.70,0.00,7.20,71.00,3.20,27.60
19861005,31.70,22.80,0.00,8.20,67.00,6.20,27.20
19861006,32.50,22.70,0.00,9.90,67.00,3.90,27.60
19861007,31.70,22.60,0.00,9.10,75.00,4.10,27.10
19861008,32.20,22.80,0.00,9.60,75.00,5.00,27.50
19861009,31.70,23.20,0.00,8.80,75.00,3.00,27.40
19861010,32.00,22.70,0.00,7.40,73.00,4.80,27.30
19861011,30.40,22.50,0.00,7.30,75.00,3.40,26.40
19861012,25.20,23.20,2.30,0.00,85.00,1.30,24.20
19861013,27.30,23.00,0.00,1.00,86.00,1.80,25.10
19861014,29.90,22.50,0.00,4.00,82.00,3.10,26.20
19861015,31.60,23.40,0.00,9.20,79.00,3.10,27.50
19861016,32.70,24.00,10.90,9.20,80.00,5.30,28.30
19861017,33.40,24.10,0.00,8.20,80.00,5.10,28.70
19861018,32.30,24.00,0.00,8.90,81.00,2.10,28.10
19861019,32.70,23.40,0.00,10.90,72.00,3.80,28.00
19861020,32.90,23.00,0.00,10.70,74.00,5.00,27.90
19861021,32.50,23.10,0.00,10.10,72.00,4.70,27.80
19861022,27.40,23.60,37.90,0.20,87.00,4.10,25.50
19861023,27.10,22.40,1.30,0.90,92.00,1.10,24.70
19861024,32.30,23.00,2.20,9.50,84.00,3.80,27.60
19861025,31.90,23.70,0.10,9.10,81.00,2.40,27.80
19861026,32.40,24.10,0.00,10.40,81.00,4.80,28.20
19861027,32.70,24.50,0.10,7.90,83.00,3.20,28.60
19861028,33.20,25.40,4.50,6.90,85.00,2.50,29.30
19861029,29.80,23.00,0.00,9.80,79.00,4.60,26.40
19861030,27.90,20.60,0.00,5.90,70.00,3.10,24.20
19861031,30.00,19.40,0.00,11.20,72.00,4.80,24.70
19861101,30.40,20.20,0.00,11.00,73.00,4.40,25.30
19861102,30.20,19.50,0.00,10.90,75.00,3.50,24.80
19861103,31.40,19.60,0.00,10.90,74.00,5.30,25.50
19861104,30.70,20.10,0.00,11.10,71.00,3.90,25.40
19861105,30.40,18.90,0.00,11.10,72.00,3.20,24.60
19861106,31.00,19.70,0.00,10.50,74.00,4.20,25.30
19861107,31.30,21.20,0.00,10.70,76.00,4.50,26.20
19861108,31.80,21.40,0.00,10.60,70.00,5.80,26.60
19861109,29.00,20.30,0.00,7.80,70.00,3.30,24.60
19861110,29.30,18.00,0.00,10.90,66.00,4.30,23.60
19861111,29.00,19.00,0.00,5.80,67.00,3.00,24.00
19861112,30.20,20.80,0.00,2.80,72.00,2.70,25.50
19861113,25.50,22.40,2.60,1.30,90.00,1.00,23.90
19861114,30.30,22.90,0.20,2.90,85.00,2.50,26.60
19861115,31.70,22.90,0.10,7.60,80.00,3.50,27.30
19861116,30.20,22.40,0.00,7.20,75.00,3.90,26.30
19861117,30.00,19.40,0.00,10.80,70.00,3.80,24.70
19861118,29.80,18.70,0.00,10.60,67.00,4.70,24.20
19861119,29.90,18.40,0.00,10.20,71.00,5.50,24.10
19861120,29.50,18.00,0.00,10.90,68.00,3.10,23.70
19861121,29.20,17.30,0.00,9.30,70.00,4.10,23.20
19861122,29.30,17.90,0.00,10.20,70.00,4.90,23.60
19861123,28.50,17.50,0.00,10.70,69.00,3.00,23.00
19861124,28.30,16.40,0.00,9.20,66.00,3.60,22.30
19861125,27.40,18.50,0.00,1.70,68.00,4.00,22.90
19861126,28.30,18.60,0.00,7.20,66.00,3.20,23.40
19861127,29.40,18.40,0.00,7.20,68.00,3.60,23.90
19861128,29.00,19.00,0.00,8.90,69.00,4.90,24.00
19861129,26.20,18.70,0.00,2.80,70.00,2.70,22.40
19861130,26.40,15.90,0.00,10.00,66.00,3.20,21.10
19861201,27.40,14.70,0.00,10.50,69.00,4.30,21.00
19861202,29.60,16.60,0.00,9.00,68.00,3.10,23.10
19861203,25.30,20.40,2.20,0.20,77.00,2.90,22.80
19861204,22.40,18.30,0.70,0.00,77.00,1.10,20.30
19861205,26.10,17.30,0.00,1.50,74.00,1.90,21.70
19861206,31.20,18.80,0.00,10.20,74.00,3.40,25.00
19861207,30.50,20.40,0.00,5.40,73.00,5.10,25.40
19861208,27.20,19.70,0.00,1.90,72.00,1.40,23.40
19861209,28.80,17.90,0.00,8.60,69.00,4.10,23.30
19861210,27.40,18.60,0.00,9.00,67.00,6.20,23.00
19861211,27.50,15.20,0.00,10.40,70.00,1.60,21.30
19861212,28.20,14.40,0.00,10.30,72.00,4.50,21.30
19861213,30.30,14.50,0.00,10.40,71.00,4.30,22.40
19861214,30.60,16.20,0.00,10.50,73.00,2.20,23.40
19861215,30.70,16.70,0.00,10.30,72.00,3.20,23.70
19861216,31.70,15.80,0.00,10.70,70.00,5.20,23.70
19861217,32.00,16.50,0.00,10.80,66.00,2.50,24.20
19861218,32.30,18.50,0.00,10.80,65.00,3.90,25.40
19861219,30.60,19.50,0.00,10.90,68.00,6.00,25.00
19861220,29.20,15.60,0.00,10.80,70.00,3.20,22.40
19861221,29.80,16.50,0.00,9.10,67.00,5.60,23.10
19861222,28.40,17.30,0.00,10.10,68.00,4.30,22.80
19861223,28.50,15.20,0.00,10.60,69.00,3.00,21.80
19861224,30.30,16.30,0.00,10.60,68.00,3.20,23.30
19861225,30.50,17.40,0.00,10.80,64.00,6.10,23.90
19861226,30.00,17.20,0.00,10.10,67.00,2.80,23.60
19861227,30.30,21.20,0.00,5.90,67.00,4.40,25.70
19861228,29.10,18.40,0.00,8.50,68.00,5.40,23.70
19861229,29.90,17.30,0.00,10.40,71.00,2.40,23.60
19861230,31.70,17.60,0.00,10.30,72.00,3.30,24.60
19861231,31.80,18.10,0.00,10.40,67.00,5.20,24.90
19870101,31.50,18.50,0.00,8.90,70.00,2.30,25.00
19870102,33.10,22.40,0.00,8.40,68.00,4.40,27.70
19870103,33.70,20.50,0.00,10.10,70.00,3.30,27.10
19870104,33.00,20.30,0.00,9.60,68.00,4.50,26.60
19870105,32.50,20.70,0.00,10.10,60.00,4.00,26.60
19870106,31.10,18.30,0.00,9.00,63.00,6.80,24.70
19870107,29.70,17.30,0.00,9.90,64.00,3.90,23.50
19870108,28.70,17.20,0.00,10.40,59.00,4.00,22.90
19870109,29.20,15.40,0.00,10.50,63.00,4.00,22.30
19870110,30.40,16.20,0.00,10.40,65.00,3.80,23.30
19870111,31.30,17.00,0.00,10.40,64.00,4.80,24.10
19870112,29.50,18.00,0.00,10.30,63.00,2.90,23.70
19870113,27.40,18.20,0.00,5.80,64.00,5.40,22.80
19870114,28.30,15.70,0.00,10.20,66.00,4.30,22.00
19870115,29.30,15.00,0.00,10.30,68.00,3.70,22.10
19870116,30.40,15.10,0.00,10.40,66.00,4.40,22.70
19870117,30.00,16.60,0.00,9.90,64.00,4.20,23.30
19870118,30.50,15.20,0.00,10.40,65.00,3.60,22.80
19870119,31.00,15.80,0.00,10.40,64.00,5.10,23.40
19870120,31.00,16.50,0.00,10.40,64.00,4.60,23.70
19870121,33.00,16.40,0.00,10.20,66.00,3.70,24.70
19870122,33.60,17.00,0.00,10.10,64.00,3.90,25.30
19870123,32.20,18.30,0.00,10.10,65.00,4.90,25.20
19870124,31.20,16.80,0.00,10.20,65.00,5.50,24.00
19870125,29.40,18.00,0.00,10.30,65.00,5.30,23.70
19870126,27.70,16.70,0.00,8.50,62.00,6.00,22.20
19870127,26.30,15.00,0.00,8.10,60.00,5.40,20.60
19870128,27.40,13.30,0.00,10.30,63.00,4.10,20.30
19870129,29.20,14.00,0.00,10.40,68.00,3.60,21.60
19870130,31.00,16.80,0.00,10.50,64.00,5.10,23.90
19870131,30.70,17.20,0.00,10.10,63.00,4.60,23.90
19870201,30.80,16.90,0.00,10.80,60.00,5.60,23.80
19870202,30.00,16.90,0.00,10.80,61.00,4.10,23.40
19870203,27.00,16.40,0.00,10.60,63.00,5.80,21.70
19870204,27.10,16.00,0.00,10.30,62.00,5.50,21.50
19870205,29.00,14.50,0.00,10.60,61.00,3.60,21.70
19870206,30.40,15.30,0.00,10.70,65.00,4.10,22.80
19870207,30.70,17.10,0.00,10.70,63.00,5.90,23.90
19870208,30.80,17.00,0.00,10.70,63.00,3.90,23.90
19870209,32.40,16.70,0.00,10.60,64.00,4.20,24.50
19870210,33.80,17.00,0.00,10.20,65.00,5.00,25.40
19870211,34.10,21.40,0.00,8.90,62.00,3.50,27.70
19870212,33.90,20.80,0.00,9.60,65.00,4.40,27.30
19870213,35.30,20.00,0.00,8.00,63.00,4.30,27.60
19870214,34.80,21.80,0.00,10.00,62.00,3.80,28.30
19870215,35.20,21.00,0.00,9.70,63.00,4.30,28.10
19870216,34.40,22.60,0.00,8.40,59.00,5.50,28.50
19870217,34.50,23.40,0.00,10.20,57.00,5.20,28.90
19870218,35.70,23.00,0.00,9.50,58.00,4.20,29.30
19870219,35.50,23.10,0.00,10.30,60.00,6.10,29.30
19870220,35.00,22.70,0.00,10.40,62.00,5.10,28.80
19870221,34.10,22.00,0.00,10.30,59.00,4.60,28.00
19870222,33.80,21.40,0.00,10.10,59.00,4.60,27.60
19870223,34.80,22.00,0.00,10.10,61.00,3.90,28.40
19870224,35.80,24.40,0.00,9.30,56.00,4.90,30.10
19870225,32.20,24.80,0.00,4.90,68.00,3.90,28.50
19870226,31.70,23.40,0.00,4.20,76.00,2.80,27.50
19870227,35.10,24.10,0.00,9.70,63.00,5.40,29.60
19870228,23.30,19.40,0.00,0.20,68.00,2.80,21.30
19870301,30.10,17.30,0.00,4.20,68.00,3.80,23.70
19870302,27.90,20.50,0.20,0.40,64.00,2.20,24.20
19870303,22.20,19.30,1.30,0.00,86.00,2.30,20.70
19870304,31.70,18.50,0.00,10.00,72.00,1.70,25.10
19870305,33.90,22.00,6.50,5.70,71.00,8.80,27.90
19870306,33.80,19.80,0.00,8.80,67.00,1.40,26.80
19870307,35.90,20.70,0.00,9.90,63.00,4.90,28.30
19870308,36.40,24.20,0.00,9.10,59.00,6.80,30.30
19870309,37.10,22.20,0.00,10.00,60.00,5.00,29.60
19870310,37.90,25.90,0.00,10.10,50.00,7.20,31.90
19870311,37.70,25.60,0.00,9.70,53.00,4.80,31.60
19870312,38.00,24.30,0.00,9.20,55.00,6.40,31.10
