date,maxtmp,mintmp,rain,sunshine,avgrh,evapor,meantemp
19860305,28.30,12.50,0.00,9.00,-9999.00,6.50,20.40
19860306,30.20,13.00,0.00,9.50,-9999.00,3.70,21.60
19860307,31.70,14.00,0.00,9.40,-9999.00,5.10,22.80
19860308,31.70,16.20,0.00,8.70,-9999.00,6.30,23.90
19860309,32.30,17.70,0.00,8.40,-9999.00,3.70,25.00
19860310,34.00,19.60,0.00,6.10,-9999.00,4.50,26.80
19860311,36.50,20.20,0.00,7.40,-9999.00,4.90,28.30
19860312,36.80,22.80,28.20,4.90,-9999.00,9.80,29.80
19860313,37.10,24.60,0.00,8.80,-9999.00,6.60,30.80
19860314,38.60,24.00,0.00,9.60,-9999.00,8.40,31.30
19860315,39.30,20.30,0.00,9.50,-9999.00,7.20,29.80
19860316,39.20,21.70,0.00,9.40,-9999.00,7.80,30.40
19860317,38.80,21.10,0.00,8.60,-9999.00,7.70,29.90
19860318,40.20,21.00,0.00,8.80,-9999.00,7.20,30.60
19860319,39.40,24.70,0.00,8.40,-9999.00,5.80,32.00
19860320,40.20,20.80,0.00,9.20,-9999.00,9.10,30.50
19860321,40.10,24.30,0.00,8.80,-9999.00,8.20,32.20
19860322,39.80,25.50,0.00,9.00,-9999.00,8.00,32.60
19860323,38.90,26.60,0.00,8.80,-9999.00,7.70,32.70
19860324,39.30,27.00,0.00,8.80,-9999.00,8.50,33.10
19860325,37.40,24.90,0.00,8.50,-9999.00,6.40,31.10
19860326,34.40,26.70,27.20,3.00,-9999.00,5.80,30.50
19860327,36.40,26.10,0.00,7.20,-9999.00,4.30,31.20
19860328,36.50,24.00,0.00,9.00,-9999.00,5.90,30.20
19860329,38.50,26.40,0.00,8.80,-9999.00,7.80,32.40
19860330,39.00,25.20,0.00,9.20,-9999.00,7.30,32.10
19860331,38.80,23.30,0.00,8.50,-9999.00,5.60,31.00
19860401,39.00,23.60,0.00,6.20,48.00,6.60,31.30
19860402,39.20,26.10,0.00,8.70,51.00,8.50,32.60
19860403,39.40,27.90,0.00,8.70,49.00,5.60,33.60
19860404,37.00,28.30,0.00,4.80,56.00,7.30,32.60
19860405,35.00,23.50,0.00,7.20,60.00,5.60,29.20
19860406,33.40,25.70,0.00,2.40,65.00,5.20,29.50
19860407,34.80,24.00,0.00,8.50,58.00,7.10,29.40
19860408,35.40,22.70,0.00,9.30,57.00,5.20,29.00
19860409,36.90,23.50,0.00,9.10,58.00,6.50,30.20
19860410,39.00,24.50,0.00,7.80,55.00,6.90,31.70
19860411,35.20,24.20,5.90,3.50,68.00,3.60,29.70
19860412,32.50,25.00,0.00,3.50,72.00,3.70,28.70
19860413,34.00,23.40,0.00,3.10,68.00,5.60,28.70
19860414,36.80,25.20,0.00,9.20,60.00,6.20,31.00
19860415,37.50,24.80,0.00,8.20,56.00,7.20,31.10
19860416,35.60,23.80,0.00,8.30,65.00,6.80,29.70
19860417,37.80,24.80,0.00,8.30,56.00,8.90,31.30
19860418,38.50,27.10,0.00,9.90,51.00,8.40,32.80
19860419,39.50,26.50,0.10,8.00,56.00,8.50,33.00
19860420,38.60,24.70,0.10,9.90,60.00,6.40,31.60
19860421,38.70,25.50,0.00,6.70,60.00,7.50,32.10
19860422,35.50,20.00,57.20,7.30,72.00,7.00,27.70
19860423,32.10,22.70,1.20,9.40,77.00,3.50,27.40
19860424,33.50,23.00,1.20,5.90,79.00,4.30,28.20
19860425,33.80,23.00,1.60,10.30,80.00,5.60,28.40
19860426,35.80,23.20,6.20,11.60,75.00,7.30,29.50
19860427,34.50,23.80,0.00,8.60,74.00,5.10,29.10
19860428,34.60,22.20,44.10,8.70,77.00,8.00,28.40
19860429,34.20,23.10,8.10,9.10,79.00,5.70,28.60
19860430,32.50,22.10,0.00,3.60,82.00,3.50,27.30
19860501,34.10,24.90,6.40,9.80,74.00,5.70,29.50
19860502,33.00,23.10,0.00,6.40,78.00,4.30,28.00
19860503,33.00,23.30,0.00,8.30,79.00,4.80,28.10
19860504,33.70,23.00,38.10,4.80,79.00,6.30,28.30
19860505,32.90,24.20,0.00,7.60,82.00,2.50,28.50
19860506,32.70,22.10,57.70,3.40,91.00,3.20,27.40
19860507,32.50,24.10,6.70,8.00,82.00,4.00,28.30
19860508,29.50,23.60,38.70,0.20,88.00,3.70,26.50
19860509,28.90,22.60,8.70,0.50,89.00,7.90,25.70
19860510,28.50,23.90,10.40,0.80,87.00,2.80,26.20
19860511,32.80,24.10,0.00,8.10,76.00,5.50,28.40
19860512,33.90,25.10,0.00,11.30,70.00,6.50,29.50
19860513,33.70,24.60,0.00,11.60,68.00,7.50,29.10
19860514,33.40,25.60,0.00,11.90,69.00,7.10,29.50
19860515,34.40,25.90,6.70,7.90,76.00,5.50,30.10
19860516,34.60,24.90,0.00,8.90,73.00,5.60,29.70
19860517,30.80,25.30,0.30,1.40,85.00,2.30,28.00
19860518,30.90,25.10,0.00,3.20,86.00,2.00,28.00
19860519,30.60,24.50,82.30,0.00,84.00,-9999.00,27.50
19860520,33.20,21.90,0.00,6.90,81.00,9.00,27.50
19860521,32.40,25.30,1.80,1.90,77.00,4.80,28.80
19860522,30.10,25.00,7.20,0.10,88.00,2.40,27.50
19860523,32.20,23.50,8.40,6.30,85.00,4.60,27.80
19860524,31.00,23.80,4.90,1.80,89.00,3.90,27.40
19860525,30.60,24.50,0.00,1.60,81.00,3.80,27.50
19860526,30.20,24.30,0.10,1.80,84.00,3.30,27.20
19860527,33.50,24.20,0.00,8.50,81.00,5.10,28.80
19860528,34.20,24.90,0.00,9.70,75.00,6.40,29.50
19860529,34.70,25.40,0.00,8.00,76.00,5.00,30.00
19860530,33.90,26.80,0.00,6.40,72.00,4.70,30.30
19860531,35.50,26.20,1.60,9.10,75.00,6.60,30.80
19860601,35.70,26.10,0.00,11.20,73.00,6.60,30.90
19860602,36.30,26.90,0.00,9.00,75.00,6.20,31.60
19860603,35.00,25.70,0.00,8.10,77.00,6.00,30.30
19860604,34.60,25.50,0.00,3.60,82.00,3.10,30.00
19860605,34.50,24.50,35.90,5.50,86.00,8.30,29.50
19860606,33.10,22.10,2.70,6.30,85.00,7.00,27.60
19860607,33.00,24.70,5.00,4.70,89.00,3.20,28.80
19860608,33.30,24.60,0.00,9.20,75.00,6.90,28.90
19860609,34.00,26.10,4.20,5.90,77.00,5.90,30.00
19860610,33.80,26.50,5.20,6.10,78.00,6.50,30.10
19860611,32.50,23.70,6.10,2.30,83.00,5.10,28.10
19860612,32.80,24.30,42.70,5.60,86.00,7.20,28.50
19860613,31.20,22.80,9.00,0.60,89.00,2.40,27.00
19860614,32.80,23.20,0.00,6.50,81.00,5.80,28.00
19860615,33.60,24.00,0.00,8.40,78.00,4.80,28.80
19860616,34.70,26.70,0.50,6.80,79.00,6.90,30.70
19860617,33.20,25.60,1.80,4.50,82.00,4.00,29.40
19860618,31.50,23.50,37.50,0.10,88.00,5.70,27.50
19860619,30.50,23.20,24.80,0.30,87.00,3.10,26.80
19860620,30.70,23.40,0.00,4.90,81.00,4.10,27.00
19860621,33.20,24.10,0.00,6.70,71.00,6.20,28.60
19860622,33.50,26.20,0.00,4.40,73.00,4.90,29.80
19860623,33.30,26.00,0.00,3.10,78.00,4.70,29.60
19860624,33.00,25.00,2.90,1.30,75.00,5.00,29.00
19860625,31.10,25.20,0.10,1.50,80.00,3.50,28.10
19860626,33.30,26.50,0.00,3.80,72.00,6.10,29.90
19860627,33.70,25.70,0.00,6.80,69.00,5.60,29.70
19860628,34.80,25.50,0.00,9.70,67.00,7.80,30.10
19860629,35.40,25.90,0.00,10.00,71.00,6.00,30.60
19860630,36.20,26.50,0.00,11.40,69.00,9.20,31.30
19860701,36.60,26.50,0.00,11.00,67.00,5.90,31.50
19860702,36.30,26.50,1.30,11.70,72.00,7.90,31.40
19860703,35.60,25.80,0.00,9.50,65.00,9.40,30.70
19860704,34.70,24.30,8.60,10.70,63.00,7.00,29.50
19860705,32.80,25.00,0.00,3.40,71.00,6.20,28.90
19860706,34.50,25.00,1.90,8.10,72.00,6.00,29.70
19860707,33.10,25.80,0.00,2.80,76.00,4.00,29.40
19860708,34.80,25.30,0.00,5.90,69.00,6.50,30.00
19860709,33.00,25.60,0.00,0.90,71.00,4.70,29.30
19860710,31.50,26.20,2.50,1.10,74.00,3.40,28.80
19860711,32.20,24.30,21.30,4.10,79.00,5.50,28.20
19860712,33.10,24.90,0.00,5.60,72.00,6.50,29.00
19860713,33.30,25.00,0.00,4.00,72.00,4.30,29.10
19860714,33.00,25.10,0.00,2.10,72.00,4.20,29.00
19860715,35.10,24.80,1.50,9.40,78.00,5.70,29.90
19860716,33.30,24.70,0.00,6.50,78.00,4.10,29.00
19860717,35.00,25.10,0.00,9.50,69.00,7.10,30.00
19860718,33.60,25.00,2.00,7.30,71.00,7.40,29.30
19860719,31.80,24.70,7.40,0.10,79.00,2.60,28.20
19860720,30.70,23.70,3.30,1.10,83.00,3.30,27.20
19860721,26.80,22.90,9.00,0.00,92.00,0.70,24.80
19860722,26.50,22.10,5.70,0.00,92.00,0.90,24.30
19860723,26.10,22.30,5.80,0.00,91.00,1.50,24.20
19860724,27.50,23.20,2.80,0.00,88.00,2.40,25.30
19860725,31.40,23.50,3.60,3.30,82.00,3.00,27.40
19860726,32.00,22.30,1.80,8.50,81.00,4.50,27.10
19860727,32.80,23.50,0.00,8.70,80.00,5.70,28.10
19860728,33.30,24.00,0.00,7.60,78.00,5.30,28.60
19860729,31.30,23.90,0.90,6.40,79.00,3.70,27.60
19860730,33.50,23.00,0.00,7.70,81.00,5.00,28.20
19860731,34.30,24.40,0.00,9.00,75.00,4.60,29.30
19860801,35.60,25.00,0.00,10.50,70.00,7.80,30.30
19860802,32.00,25.60,0.00,2.70,78.00,3.30,28.80
19860803,34.10,24.60,0.00,9.20,77.00,4.60,29.30
19860804,32.40,25.10,5.60,4.10,80.00,3.60,28.70
19860805,33.00,23.40,0.00,8.40,80.00,4.40,28.20
19860806,32.60,25.50,0.00,6.90,79.00,4.30,29.00
19860807,31.00,23.80,28.60,6.00,80.00,6.20,27.40
19860808,32.50,23.00,7.40,6.20,87.00,3.90,27.70
19860809,32.00,23.10,0.00,8.30,82.00,4.10,27.50
19860810,32.20,24.50,7.60,4.60,86.00,5.00,28.30
19860811,29.10,24.70,0.00,0.30,84.00,3.00,26.90
19860812,32.70,24.30,0.00,7.60,74.00,5.10,28.50
19860813,32.00,24.70,0.00,4.60,78.00,4.00,28.30
19860814,33.40,24.80,0.00,8.70,72.00,5.90,29.10
19860815,31.90,24.20,8.00,3.20,86.00,2.70,28.00
19860816,31.50,23.30,2.10,5.60,85.00,2.70,27.40
19860817,31.60,24.50,0.00,2.80,82.00,4.20,28.00
19860818,34.30,24.70,0.00,10.80,73.00,5.10,29.50
19860819,35.10,25.50,0.00,10.60,68.00,6.70,30.30
19860820,35.00,26.20,0.00,7.00,70.00,6.80,30.60
19860821,35.20,25.40,0.20,7.30,78.00,4.30,30.30
19860822,34.80,25.20,9.50,6.70,80.00,6.20,30.00
19860823,31.60,25.40,0.50,1.30,86.00,2.40,28.50
19860824,33.50,25.70,3.00,4.70,78.00,5.40,29.60
19860825,29.80,24.80,24.40,1.10,87.00,3.60,27.30
19860826,30.70,23.40,28.40,5.40,88.00,4.30,27.00
19860827,30.50,23.70,6.90,3.20,90.00,4.20,27.10
19860828,32.60,24.20,3.70,4.90,82.00,4.10,28.40
19860829,31.50,24.70,1.10,2.70,78.00,4.00,28.10
19860830,33.40,24.80,0.00,7.50,75.00,4.80,29.10
19860831,33.00,22.40,23.10,7.90,78.00,6.30,27.70
19860901,33.00,22.30,0.00,6.30,80.00,6.80,27.60
19860902,33.90,24.90,0.00,6.10,71.00,4.80,29.40
19860903,33.00,25.40,0.00,1.40,78.00,3.40,29.20
19860904,32.50,24.60,30.60,1.30,79.00,6.50,28.50
19860905,31.80,23.20,5.60,2.80,87.00,3.70,27.50
19860906,30.10,24.70,3.50,0.20,85.00,1.80,27.40
19860907,30.70,23.60,2.30,5.40,85.00,3.80,27.10
19860908,31.90,23.70,4.60,4.10,85.00,3.60,27.80
19860909,29.50,23.60,16.30,1.60,88.00,2.10,26.50
19860910,30.10,22.60,23.10,3.40,87.00,4.50,26.30
19860911,28.10,22.60,8.60,1.20,91.00,1.60,25.30
19860912,32.00,23.70,0.00,7.10,85.00,3.30,27.80
19860913,33.20,23.60,0.00,7.40,79.00,4.40,28.40
19860914,33.90,24.60,0.00,7.70,77.00,3.80,29.20
19860915,34.50,24.80,0.00,9.00,74.00,4.30,29.60
19860916,34.10,24.90,0.60,8.00,78.00,4.60,29.50
19860917,33.40,20.90,23.00,7.90,82.00,6.00,27.10
19860918,33.20,22.80,0.60,9.30,79.00,4.20,28.00
19860919,31.50,23.10,3.00,5.70,84.00,3.70,27.30
19860920,32.20,25.30,0.00,9.80,76.00,4.60,28.70
19860921,31.90,21.60,0.00,10.00,72.00,6.10,26.70
19860922,31.00,20.30,0.00,10.00,69.00,5.50,25.60
19860923,32.10,21.80,0.00,10.20,70.00,4.70,26.90
19860924,31.80,22.10,0.00,10.00,68.00,5.40,26.90
19860925,32.50,23.60,0.00,8.40,67.00,5.80,28.00
19860926,32.40,22.00,0.00,10.10,69.00,4.70,27.20
19860927,33.90,22.60,15.30,9.90,71.00,5.80,28.20
19860928,33.00,22.10,2.20,9.80,79.00,6.60,27.50
19860929,33.10,25.00,0.00,9.50,77.00,5.70,29.00
19860930,32.00,23.30,6.20,5.70,80.00,4.90,27.60
19861001,29.50,23.50,0.80,1.70,76.00,4.90,26.50
19861002,28.10,21.20,3.90,1.30,80.00,1.10,24.60
19861003,31.10,21.60,0.00,8.00,78.00,4.70,26.30
19861004,32.00,22.50,0.00,7.50,74.00,5.80,27.20
19861005,32.40,23.20,0.00,9.80,71.00,5.20,27.80
19861006,32.50,23.30,0.00,9.30,71.00,5.90,27.90
19861007,32.00,22.10,0.00,8.80,76.00,4.50,27.00
19861008,33.10,23.30,0.00,9.50,76.00,4.20,28.20
19861009,33.10,23.00,0.00,8.90,75.00,5.00,28.00
19861010,31.80,23.20,0.00,8.90,73.00,5.00,27.50
19861011,32.30,22.60,0.00,4.60,73.00,4.20,27.40
19861012,28.60,22.40,0.80,1.70,84.00,2.20,25.50
19861013,30.30,22.40,0.00,5.60,80.00,3.70,26.30
19861014,31.60,22.60,0.00,5.60,80.00,3.20,27.10
19861015,32.80,23.00,1.20,9.00,80.00,4.90,27.90
19861016,32.10,23.30,1.00,6.10,81.00,2.50,27.70
19861017,32.30,23.50,0.00,7.00,79.00,3.90,27.90
19861018,33.90,22.60,0.00,9.90,78.00,4.20,28.20
19861019,34.00,23.70,0.00,10.50,73.00,5.80,28.80
19861020,33.60,22.50,0.00,9.90,75.00,4.90,28.00
19861021,34.10,22.60,0.00,10.80,73.00,5.50,28.30
19861022,32.10,23.00,21.00,4.10,80.00,3.20,27.50
19861023,26.70,21.90,2.80,1.60,92.00,0.90,24.30
19861024,31.10,23.40,7.30,6.20,89.00,3.00,27.20
19861025,30.90,23.00,18.80,7.40,87.00,4.20,26.90
19861026,33.20,23.40,0.60,7.00,85.00,3.10,28.30
19861027,33.50,23.60,0.00,9.20,82.00,5.30,28.50
19861028,33.70,24.20,0.00,6.00,83.00,4.20,28.90
19861029,29.70,23.10,0.00,4.50,81.00,3.70,26.40
19861030,29.00,20.30,0.00,7.20,73.00,4.30,24.60
19861031,30.50,19.70,0.00,10.50,74.00,4.50,25.10
19861101,30.80,20.00,0.00,10.30,75.00,4.30,25.40
19861102,31.10,19.40,0.00,10.30,77.00,4.00,25.20
19861103,31.50,19.10,0.00,10.30,78.00,4.40,25.30
19861104,31.60,19.00,0.00,10.40,74.00,4.90,25.30
19861105,31.20,18.90,0.00,10.00,72.00,4.40,25.00
19861106,31.50,18.80,0.00,10.20,77.00,4.40,25.10
19861107,32.60,19.70,0.00,10.10,78.00,2.70,26.10
19861108,33.00,22.20,0.00,10.00,72.00,6.30,27.60
19861109,30.20,19.60,0.00,8.00,73.00,5.60,24.90
19861110,29.40,17.90,0.00,8.30,72.00,4.00,23.60
19861111,30.40,19.00,0.00,7.70,72.00,3.80,24.70
19861112,32.70,20.60,0.00,9.10,69.00,4.80,26.60
19861113,28.40,23.20,0.00,1.40,83.00,2.70,25.80
19861114,30.00,23.00,0.00,1.80,83.00,2.10,26.50
19861115,31.40,22.90,0.10,3.80,84.00,3.00,27.10
19861116,31.70,22.10,0.00,9.50,77.00,4.60,26.90
19861117,30.90,19.90,0.00,9.90,74.00,4.20,25.40
19861118,30.60,19.00,0.00,10.20,74.00,4.70,24.80
19861119,30.50,18.00,0.00,10.40,73.00,4.50,24.20
19861120,30.20,17.50,0.00,9.80,72.00,4.50,23.80
19861121,29.90,17.30,0.00,9.00,73.00,5.10,23.60
19861122,30.10,17.30,0.00,9.20,74.00,3.50,23.70
19861123,30.00,16.40,0.00,9.70,72.00,4.10,23.20
19861124,28.40,16.30,0.00,9.20,68.00,5.10,22.30
19861125,27.80,17.20,0.00,0.70,68.00,3.10,22.50
19861126,29.40,18.90,0.00,5.00,68.00,5.10,24.10
19861127,30.30,18.70,0.00,2.90,68.00,3.70,24.50
19861128,30.70,18.70,0.00,7.30,72.00,5.20,24.70
19861129,27.50,17.80,0.00,3.00,71.00,4.40,22.60
19861130,27.50,15.60,0.00,7.80,67.00,4.90,21.50
19861201,27.20,14.20,0.00,7.10,64.00,3.50,20.70
19861202,31.00,16.00,0.00,3.70,66.00,4.20,23.50
19861203,27.20,19.70,0.20,0.60,74.00,2.50,23.40
19861204,21.60,18.60,2.30,0.00,84.00,1.20,20.10
19861205,27.50,18.00,0.00,1.50,77.00,2.60,22.70
19861206,30.70,19.10,0.00,2.30,77.00,3.80,24.90
19861207,31.30,19.70,0.00,3.00,75.00,3.60,25.50
19861208,29.60,19.80,0.00,3.60,71.00,4.10,24.70
19861209,30.10,19.50,0.00,4.20,67.00,5.70,24.80
19861210,28.60,16.90,0.00,5.60,66.00,3.80,22.70
19861211,27.70,15.10,0.00,5.30,69.00,3.40,21.40
19861212,28.60,13.90,0.00,5.20,68.00,3.90,21.20
19861213,31.20,14.60,0.00,5.20,67.00,3.60,22.90
19861214,32.10,16.60,0.00,5.20,68.00,4.20,24.30
19861215,31.40,16.50,0.00,5.00,68.00,3.80,23.90
19861216,32.60,16.20,0.00,5.00,62.00,4.50,24.40
19861217,32.70,16.80,0.00,6.00,63.00,4.90,24.70
19861218,33.20,17.80,0.00,5.90,63.00,5.90,25.50
19861219,31.70,18.90,0.00,5.90,67.00,3.70,25.30
19861220,30.20,15.80,0.00,5.50,69.00,4.00,23.00
19861221,30.50,16.30,0.00,5.80,68.00,4.40,23.40
19861222,28.90,16.70,0.00,2.80,69.00,3.20,22.80
19861223,29.40,15.20,0.00,5.80,66.00,4.30,22.30
19861224,30.50,15.50,0.00,5.80,64.00,5.00,23.00
19861225,30.70,16.10,0.00,5.90,62.00,4.40,23.40
19861226,31.10,16.40,0.00,5.90,64.00,4.40,23.70
19861227,30.50,20.00,0.00,5.30,62.00,4.40,25.20
19861228,30.10,18.20,0.00,5.60,64.00,4.70,24.10
19861229,30.60,17.00,0.00,5.90,66.00,4.10,23.80
19861230,31.90,17.20,0.00,5.50,68.00,3.70,24.50
19861231,32.10,18.40,0.00,4.90,66.00,4.80,25.20
19870101,33.00,18.00,0.00,6.00,68.00,3.20,25.50
19870102,33.50,21.50,0.00,5.60,67.00,4.50,27.50
19870103,34.60,21.50,0.00,5.40,66.00,3.20,28.00
19870104,34.90,20.90,0.00,6.00,65.00,5.50,27.90
19870105,33.00,23.50,0.00,6.30,59.00,6.50,28.20
19870106,32.00,19.70,0.00,6.50,65.00,6.00,25.80
19870107,30.50,17.60,0.00,4.90,62.00,4.20,24.00
19870108,29.50,16.60,0.00,6.50,63.00,5.30,23.00
19870109,29.40,15.30,0.00,6.70,63.00,2.80,22.30
19870110,31.10,15.90,0.00,6.90,63.00,4.90,23.50
19870111,32.00,16.40,0.00,7.00,63.00,5.10,24.20
19870112,30.80,17.10,0.00,6.00,62.00,5.10,23.90
19870113,28.80,16.40,0.00,7.20,60.00,4.50,22.60
19870114,28.90,15.40,0.00,7.60,64.00,4.50,22.10
19870115,30.10,16.30,0.00,8.00,65.00,3.60,23.20
19870116,31.50,15.60,0.00,8.20,62.00,4.60,23.50
19870117,31.00,16.80,0.00,9.20,59.00,5.20,23.90
19870118,31.20,14.80,0.00,9.90,61.00,4.00,23.00
19870119,32.20,15.90,0.00,10.00,59.00,4.80,24.00
19870120,32.10,15.50,0.00,10.30,58.00,4.90,23.80
19870121,33.30,16.60,0.00,10.00,57.00,4.70,24.90
19870122,34.00,17.50,0.00,10.00,58.00,5.10,25.70
19870123,32.90,18.00,0.00,9.90,60.00,4.70,25.40
19870124,31.80,17.70,0.00,9.80,59.00,5.10,24.70
19870125,30.40,17.20,0.00,9.70,59.00,6.00,23.80
19870126,27.40,16.60,0.00,3.10,56.00,5.70,22.00
19870127,26.80,14.30,0.00,7.80,56.00,3.50,20.50
19870128,27.20,14.50,0.00,9.90,61.00,4.90,20.80
19870129,29.50,13.90,0.00,10.30,62.00,4.20,21.70
19870130,31.70,15.40,0.00,10.30,58.00,4.60,23.50
19870131,29.90,16.70,0.00,10.30,58.00,5.70,23.30
19870201,31.10,16.10,0.00,1.80,57.00,5.60,23.60
19870202,30.50,17.20,0.00,0.00,57.00,6.20,23.80
19870203,29.00,16.00,0.00,0.20,58.00,5.40,22.50
19870204,27.10,16.00,0.00,9.30,61.00,4.30,21.50
19870205,28.80,14.40,0.00,5.00,62.00,3.50,21.60
19870206,31.00,15.50,0.00,0.00,63.00,4.30,23.20
19870207,31.70,16.90,0.00,0.00,62.00,6.70,24.30
19870208,31.40,16.90,0.00,0.00,59.00,3.60,24.10
19870209,32.30,17.10,0.00,0.00,62.00,6.00,24.70
19870210,34.60,17.60,0.00,0.00,58.00,5.20,26.10
19870211,34.70,22.50,0.30,0.00,56.00,4.20,28.60
19870212,34.90,20.00,0.00,0.00,63.00,5.50,27.40
19870213,35.50,19.50,0.00,0.00,55.00,6.00,27.50
19870214,36.10,20.20,0.00,0.00,53.00,3.20,28.10
19870215,35.80,20.60,0.00,0.00,56.00,6.70,28.20
19870216,34.00,23.40,0.00,0.00,62.00,6.40,28.70
19870217,35.40,23.80,0.00,0.00,62.00,4.30,29.60
19870218,36.20,24.90,0.00,0.00,59.00,5.40,30.50
19870219,35.80,24.50,0.00,0.00,58.00,6.20,30.10
19870220,35.20,22.90,0.00,0.00,65.00,5.20,29.00
19870221,34.60,23.30,0.00,0.00,59.00,5.70,28.90
19870222,34.50,22.90,0.00,0.00,58.00,5.80,28.70
19870223,35.10,23.00,0.00,0.00,63.00,5.10,29.00
19870224,37.20,23.40,0.50,0.00,59.00,6.10,30.30
19870225,34.10,25.50,0.00,0.00,64.00,3.30,29.80
19870226,33.50,23.20,4.00,0.00,76.00,4.00,28.30
19870227,34.60,22.70,12.70,0.00,69.00,6.20,28.60
19870228,23.00,17.60,9.30,0.00,82.00,1.30,20.30
19870301,27.30,17.90,0.00,1.80,75.00,2.20,22.60
19870302,27.80,20.60,2.90,0.00,66.00,3.30,24.20
19870303,23.30,18.50,2.10,0.20,87.00,1.40,20.90
19870304,29.70,18.50,0.00,9.30,77.00,4.10,24.10
19870305,31.00,21.30,1.00,5.00,71.00,4.30,26.10
19870306,32.50,19.80,0.00,8.20,68.00,5.40,26.10
19870307,35.10,20.80,0.00,8.80,66.00,3.60,27.90
19870308,34.80,22.50,38.00,8.40,66.00,4.00,28.60
19870309,36.30,22.10,0.00,9.60,67.00,4.90,29.20
19870310,37.50,24.20,0.00,9.80,52.00,8.00,30.80
