1998,09,13,15.53
1998,09,14,17.69
1998,09,15,18.91
1998,09,16,14.51
1998,09,17,13.76
1998,09,18,8.2
1998,09,19,12.91
1998,09,20,5.05
1998,09,21,13.69
1998,09,22,12.99
1998,09,23,14.93
1998,09,24,20.5
1998,09,25,20.67
1998,09,26,15.79
1998,09,27,19.64
1998,09,28,17.93
1998,09,29,17.85
1998,09,30,11.54
1998,10,01,18.58
1998,10,02,11.88
1998,10,03,17.58
1998,10,04,8.52
1998,10,05,19.69
1998,10,06,20.46
1998,10,07,16.96
1998,10,08,21.03
1998,10,09,13.91
1998,10,10,16.54
1998,10,11,14.07
1998,10,12,14.28
1998,10,13,21.66
1998,10,14,21.68
1998,10,15,21.97
1998,10,16,20.28
1998,10,17,15.7
1998,10,18,18.07
1998,10,19,21.12
1998,10,20,11.54
1998,10,21,11.46
1998,10,22,15.8
1998,10,23,17.8
1998,10,24,21.18
1998,10,25,22.08
1998,10,26,21.57
1998,10,27,19.98
1998,10,28,16.95
1998,10,29,17.67
1998,10,30,16.38
1998,10,31,20.87
1998,11,01,22.11
1998,11,02,20.24
1998,11,03,21.46
1998,11,04,20.69
1998,11,05,19.06
1998,11,06,18.8
1998,11,07,18.87
1998,11,08,17.47
1998,11,09,20.32
1998,11,10,19.91
1998,11,11,19.25
1998,11,12,19.46
1998,11,13,12.16
1998,11,14,7.7
1998,11,15,16.97
1998,11,16,18.71
1998,11,17,16.06
1998,11,18,20.39
1998,11,19,14.01
1998,11,20,2.73
1998,11,21,4.6
1998,11,22,10.21
1998,11,23,17.84
1998,11,24,13.79
1998,11,25,10.47
1998,11,26,2.98
1998,11,27,9.33
1998,11,28,15.06
1998,11,29,10.14
1998,11,30,13.96
1998,12,01,19.47
1998,12,02,19.14
1998,12,03,18.11
1998,12,04,17.87
1998,12,05,0
1998,12,06,18.39
1998,12,07,17.51
1998,12,08,16.5
1998,12,09,14.5
1998,12,10,15.38
1998,12,11,17.83
1998,12,12,14.83
1998,12,13,10.22
1998,12,14,6.15
1998,12,15,9.54
1998,12,16,7.7
1998,12,17,8.63
1998,12,18,10.83
1998,12,19,17.89
1998,12,20,17.67
1998,12,21,17.22
1998,12,22,17.17
1998,12,23,15.75
1998,12,24,17.71
1998,12,25,17.68
1998,12,26,17.72
1998,12,27,17.82
1998,12,28,17.87
1998,12,29,17.58
1998,12,30,18.17
1998,12,31,17.52
1999,01,01,14.86
1999,01,02,17.83
1999,01,03,16.98
1999,01,04,18.06
1999,01,05,16.51
1999,01,06,13.32
1999,01,07,15.66
1999,01,08,13.92
1999,01,09,11.99
1999,01,10,12.45
1999,01,11,16.7
1999,01,12,14.41
1999,01,13,18.49
1999,01,14,10.41
1999,01,15,13.16
1999,01,16,16.7
1999,01,17,19.2
1999,01,18,19.26
1999,01,19,19.47
1999,01,20,19.04
1999,01,21,18.28
1999,01,22,17.87
1999,01,23,19.24
1999,01,24,19.07
1999,01,25,18.89
1999,01,26,17.89
1999,01,27,18.13
1999,01,28,17.62
1999,01,29,18.05
1999,01,30,19.62
1999,01,31,17.73
1999,02,01,17.1
1999,02,02,12.25
1999,02,03,19.74
1999,02,04,18.74
1999,02,05,20.67
1999,02,06,19.85
1999,02,07,19.67
1999,02,08,20.39
1999,02,09,20.54
1999,02,10,19.55
1999,02,11,19.64
1999,02,12,20.22
1999,02,13,20.15
1999,02,14,20.12
1999,02,15,19.86
