stn_name,stncode,year,month,dday,maxtmp,mintmp,rain,sunshine,avgrh,evapor,meantemp
KALASIN,388401,1999,04,22,34.2,24.1,1.7,-9999,-9999,-9999,29.1
KALASIN,388401,1999,04,23,32.6,24.1,0,-9999,-9999,-9999,28.3
KALASIN,388401,1999,04,24,34,24.4,0,-9999,-9999,-9999,29.2
KALASIN,388401,1999,04,25,34.5,24.5,0,-9999,-9999,-9999,29.5
KALASIN,388401,1999,04,26,35.7,25.8,0.2,-9999,-9999,-9999,30.7
KALASIN,388401,1999,04,27,34.7,25,2.6,-9999,-9999,-9999,29.8
KALASIN,388401,1999,04,28,31.7,24,0,-9999,-9999,-9999,27.8
KALASIN,388401,1999,04,29,32.7,21.7,0,-9999,-9999,-9999,27.2
KALASIN,388401,1999,04,30,33.8,22,0,-9999,-9999,-9999,27.9
KALASIN,388401,1999,05,01,34.7,23,0,-9999,-9999,-9999,28.8
KALASIN,388401,1999,05,02,35.4,23.9,0,-9999,-9999,-9999,29.6
KALASIN,388401,1999,05,03,34.6,25.1,0,-9999,-9999,-9999,29.8
KALASIN,388401,1999,05,04,34.5,24.9,33.1,-9999,-9999,-9999,29.7
KALASIN,388401,1999,05,05,32.3,23.5,8.1,-9999,-9999,-9999,27.9
KALASIN,388401,1999,05,06,34,24.8,0,-9999,-9999,-9999,29.4
KALASIN,388401,1999,05,07,31.5,24,79.8,-9999,-9999,-9999,27.7
KALASIN,388401,1999,05,08,33.1,22.6,26.5,-9999,-9999,-9999,27.8
KALASIN,388401,1999,05,09,31.7,23,12.5,-9999,-9999,-9999,27.3
KALASIN,388401,1999,05,10,23,21.2,22.8,-9999,-9999,-9999,22.1
KALASIN,388401,1999,05,11,28.3,22.2,0,-9999,-9999,-9999,25.2
KALASIN,388401,1999,05,12,28.7,22.4,0.1,-9999,-9999,-9999,25.5
KALASIN,388401,1999,05,13,30,23,0.3,-9999,-9999,-9999,26.5
KALASIN,388401,1999,05,14,31.3,24.7,3.5,-9999,-9999,-9999,28
KALASIN,388401,1999,05,15,30.5,25,1.7,-9999,-9999,-9999,27.7
KALASIN,388401,1999,05,16,32.4,24.5,6,-9999,-9999,-9999,28.4
KALASIN,388401,1999,05,17,31.6,24.6,1,-9999,-9999,-9999,28.1
KALASIN,388401,1999,05,18,33.5,24.1,0,-9999,-9999,-9999,28.8
KALASIN,388401,1999,05,19,28.3,24,0.2,-9999,-9999,-9999,26.1
KALASIN,388401,1999,05,20,31,23,8.2,-9999,-9999,-9999,27
KALASIN,388401,1999,05,21,31.2,22.9,3.5,-9999,-9999,-9999,27
KALASIN,388401,1999,05,22,33,24.1,1.6,-9999,-9999,-9999,28.5
KALASIN,388401,1999,05,23,32,24.6,0,-9999,-9999,-9999,28.3
KALASIN,388401,1999,05,24,33.1,24.7,0,-9999,-9999,-9999,28.9
KALASIN,388401,1999,05,25,32,25,0,-9999,-9999,-9999,28.5
KALASIN,388401,1999,05,26,32.1,25.3,0,-9999,-9999,-9999,28.7
KALASIN,388401,1999,05,27,32,25.1,4.3,-9999,-9999,-9999,28.5
KALASIN,388401,1999,05,28,32,24.2,9.3,-9999,-9999,-9999,28.1
KALASIN,388401,1999,05,29,31.1,24.1,32.8,-9999,-9999,-9999,27.6
KALASIN,388401,1999,05,30,32.4,24.8,27.3,-9999,-9999,-9999,28.6
KALASIN,388401,1999,05,31,31.8,24.9,0,-9999,-9999,-9999,28.3
KALASIN,388401,1999,06,01,32,25.4,0.2,-9999,-9999,-9999,28.7
KALASIN,388401,1999,06,02,32.1,25.5,0,-9999,-9999,-9999,28.8
KALASIN,388401,1999,06,03,32.7,25.6,0,-9999,-9999,-9999,29.1
KALASIN,388401,1999,06,04,31.6,24.9,16,-9999,-9999,-9999,28.2
KALASIN,388401,1999,06,05,31.1,24.3,0,-9999,-9999,-9999,27.7
KALASIN,388401,1999,06,06,33.8,24.7,0,-9999,-9999,-9999,29.2
KALASIN,388401,1999,06,07,33,25.3,0,-9999,-9999,-9999,29.1
KALASIN,388401,1999,06,08,32,25.8,0,-9999,-9999,-9999,28.9
KALASIN,388401,1999,06,09,32.5,23.6,50.4,-9999,-9999,-9999,28
KALASIN,388401,1999,06,10,31,23.9,2,-9999,-9999,-9999,27.4
KALASIN,388401,1999,06,11,30.5,23.9,16.7,-9999,-9999,-9999,27.2
KALASIN,388401,1999,06,12,33,24.6,6.6,-9999,-9999,-9999,28.8
KALASIN,388401,1999,06,13,32.7,24.6,0,-9999,-9999,-9999,28.6
KALASIN,388401,1999,06,14,33.4,25.5,0,-9999,-9999,-9999,29.4
KALASIN,388401,1999,06,15,31.6,25.6,0.4,-9999,-9999,-9999,28.6
KALASIN,388401,1999,06,16,33.2,23.9,4.5,-9999,-9999,-9999,28.5
KALASIN,388401,1999,06,17,31.2,23.7,3.8,-9999,-9999,-9999,27.4
KALASIN,388401,1999,06,18,32.1,24.2,15.5,-9999,-9999,-9999,28.1
KALASIN,388401,1999,06,19,31,23.1,54.7,-9999,-9999,-9999,27
KALASIN,388401,1999,06,20,30.5,23.4,29.8,-9999,-9999,-9999,26.9
KALASIN,388401,1999,06,21,30.8,24.1,0,-9999,-9999,-9999,27.4
KALASIN,388401,1999,06,22,31.5,25.5,0,-9999,-9999,-9999,28.5
KALASIN,388401,1999,06,23,33.2,26.1,0,-9999,-9999,-9999,29.6
KALASIN,388401,1999,06,24,32.1,26.2,0,-9999,-9999,-9999,29.1
KALASIN,388401,1999,06,25,33.5,25.2,0,-9999,-9999,-9999,29.3
KALASIN,388401,1999,06,26,33.6,25.1,0,-9999,-9999,-9999,29.3
KALASIN,388401,1999,06,27,32.4,24.3,0,-9999,-9999,-9999,28.3
KALASIN,388401,1999,06,28,33.7,23.8,0,-9999,-9999,-9999,28.7
KALASIN,388401,1999,06,29,34.7,25.5,0,-9999,-9999,-9999,30.1
KALASIN,388401,1999,06,30,34.7,26.2,0,-9999,-9999,-9999,30.4
KALASIN,388401,1999,07,01,34,25.5,28.8,-9999,-9999,-9999,29.7
KALASIN,388401,1999,07,02,33.2,24.4,22,-9999,-9999,-9999,28.8
KALASIN,388401,1999,07,03,32.8,24,11.4,-9999,-9999,-9999,28.4
KALASIN,388401,1999,07,04,30.2,24.3,11.7,-9999,-9999,-9999,27.2
KALASIN,388401,1999,07,05,31.1,24.4,21.9,-9999,-9999,-9999,27.7
KALASIN,388401,1999,07,06,29.9,23,2.6,-9999,-9999,-9999,26.4
KALASIN,388401,1999,07,07,32.6,24.7,0,-9999,-9999,-9999,28.6
KALASIN,388401,1999,07,08,33.3,25.2,0,-9999,-9999,-9999,29.2
KALASIN,388401,1999,07,09,33,25.8,0,-9999,-9999,-9999,29.4
KALASIN,388401,1999,07,10,32.9,25,1.3,-9999,-9999,-9999,28.9
KALASIN,388401,1999,07,11,32.5,25.3,0,-9999,-9999,-9999,28.9
KALASIN,388401,1999,07,12,32.2,25.5,0,-9999,-9999,-9999,28.8
KALASIN,388401,1999,07,13,31.7,25.5,0,-9999,-9999,-9999,28.6
KALASIN,388401,1999,07,14,33.7,25.2,0,-9999,-9999,-9999,29.4
KALASIN,388401,1999,07,15,33,25.5,17.7,-9999,-9999,-9999,29.2
KALASIN,388401,1999,07,16,32.6,25.3,0,-9999,-9999,-9999,28.9
KALASIN,388401,1999,07,17,33.9,25.9,0,-9999,-9999,-9999,29.9
KALASIN,388401,1999,07,18,33.2,25.8,0,-9999,-9999,-9999,29.5
KALASIN,388401,1999,07,19,32.5,25.4,1.8,-9999,-9999,-9999,28.9
KALASIN,388401,1999,07,20,33.5,25.5,0,-9999,-9999,-9999,29.5
KALASIN,388401,1999,07,21,32.6,25.7,0,-9999,-9999,-9999,29.1
KALASIN,388401,1999,07,22,34,25.5,0,-9999,-9999,-9999,29.7
KALASIN,388401,1999,07,23,33.2,25.2,0,-9999,-9999,-9999,29.2
KALASIN,388401,1999,07,24,28,25.5,3.9,-9999,-9999,-9999,26.7
KALASIN,388401,1999,07,25,26.5,24.5,0.2,-9999,-9999,-9999,25.5
KALASIN,388401,1999,07,26,30.3,24.3,0.2,-9999,-9999,-9999,27.3
KALASIN,388401,1999,07,27,30.7,25,0.4,-9999,-9999,-9999,27.8
KALASIN,388401,1999,07,28,31.6,25.4,1.3,-9999,-9999,-9999,28.5
KALASIN,388401,1999,07,29,32,24.8,3.8,-9999,-9999,-9999,28.4
KALASIN,388401,1999,07,30,31,24.7,42.7,-9999,-9999,-9999,27.8
KALASIN,388401,1999,07,31,28.1,24,24.5,-9999,-9999,-9999,26
KALASIN,388401,1999,08,01,28.1,23.5,5.7,-9999,-9999,-9999,25.8
KALASIN,388401,1999,08,02,28.5,23.8,3.7,-9999,-9999,-9999,26.1
KALASIN,388401,1999,08,03,31,24.8,1.6,-9999,-9999,-9999,27.9
KALASIN,388401,1999,08,04,29.3,25.2,0,-9999,-9999,-9999,27.2
KALASIN,388401,1999,08,05,29.5,23.5,2.9,-9999,-9999,-9999,26.5
KALASIN,388401,1999,08,06,30.5,23.8,0,-9999,-9999,-9999,27.1
KALASIN,388401,1999,08,07,30.6,25.5,1.6,-9999,-9999,-9999,28
KALASIN,388401,1999,08,08,32.5,25.3,0,-9999,-9999,-9999,28.9
KALASIN,388401,1999,08,09,33.5,25.3,0,-9999,-9999,-9999,29.4
KALASIN,388401,1999,08,10,33.5,24.5,5.9,-9999,-9999,-9999,29
KALASIN,388401,1999,08,11,32.5,24.6,0,-9999,-9999,-9999,28.5
KALASIN,388401,1999,08,12,30,24.9,0.1,-9999,-9999,-9999,27.4
KALASIN,388401,1999,08,13,31.7,24,0,-9999,-9999,-9999,27.8
KALASIN,388401,1999,08,14,29,24,0.2,-9999,-9999,-9999,26.5
KALASIN,388401,1999,08,15,32,24,3.2,-9999,-9999,-9999,28
KALASIN,388401,1999,08,16,33.1,23.6,7.2,-9999,-9999,-9999,28.3
KALASIN,388401,1999,08,17,32.2,24.5,0.1,-9999,-9999,-9999,28.3
KALASIN,388401,1999,08,18,31.5,24.5,12.7,-9999,-9999,-9999,28
KALASIN,388401,1999,08,19,33.2,25.6,0,-9999,-9999,-9999,29.4
KALASIN,388401,1999,08,20,33.5,25,0,-9999,-9999,-9999,29.2
KALASIN,388401,1999,08,21,34.5,25.9,0,-9999,-9999,-9999,30.2
KALASIN,388401,1999,08,22,34.2,25.7,0,-9999,-9999,-9999,29.9
KALASIN,388401,1999,08,23,31.9,25.5,0,-9999,-9999,-9999,28.7
KALASIN,388401,1999,08,24,31.2,24.5,16,-9999,-9999,-9999,27.8
KALASIN,388401,1999,08,25,32,24.8,0,-9999,-9999,-9999,28.4
KALASIN,388401,1999,08,26,32.3,24.5,3.4,-9999,-9999,-9999,28.4
KALASIN,388401,1999,08,27,30,24.8,0.9,-9999,-9999,-9999,27.4
KALASIN,388401,1999,08,28,31.2,24.6,0,-9999,-9999,-9999,27.9
KALASIN,388401,1999,08,29,30.8,24,0,-9999,-9999,-9999,27.4
KALASIN,388401,1999,08,30,31.3,23.5,0,-9999,-9999,-9999,27.4
KALASIN,388401,1999,08,31,31.3,24,0,-9999,-9999,-9999,27.6
KALASIN,388401,1999,09,01,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,02,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,03,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,04,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,05,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,06,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,07,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,08,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,09,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,11,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,12,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,13,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,14,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,15,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,16,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,17,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,18,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,19,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,20,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,21,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,22,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,23,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,24,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,25,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,26,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,27,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,28,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,29,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,09,30,-9999,-9999,-9999,-9999,-9999,-9999,-9999
KALASIN,388401,1999,10,01,32,23.6,0.9,-9999,-9999,-9999,27.8
KALASIN,388401,1999,10,02,31.5,23.5,10.2,-9999,-9999,-9999,27.5
KALASIN,388401,1999,10,03,32.2,22,35.8,-9999,-9999,-9999,27.1
KALASIN,388401,1999,10,04,31,22,0,-9999,-9999,-9999,26.5
KALASIN,388401,1999,10,05,32.7,23.6,0,-9999,-9999,-9999,28.1
KALASIN,388401,1999,10,06,33,24.1,0,-9999,-9999,-9999,28.5
KALASIN,388401,1999,10,07,32.6,24.2,0,-9999,-9999,-9999,28.4
KALASIN,388401,1999,10,08,32.8,24,14.3,-9999,-9999,-9999,28.4
KALASIN,388401,1999,10,09,32.7,24.2,0.5,-9999,-9999,-9999,28.4
KALASIN,388401,1999,10,10,29,23.8,21.8,-9999,-9999,-9999,26.4
KALASIN,388401,1999,10,11,32.7,23.5,0,-9999,-9999,-9999,28.1
KALASIN,388401,1999,10,12,33,24.2,0.2,-9999,-9999,-9999,28.6
KALASIN,388401,1999,10,13,33.2,23.3,0,-9999,-9999,-9999,28.2
KALASIN,388401,1999,10,14,32.2,23.5,2.8,-9999,-9999,-9999,27.8
KALASIN,388401,1999,10,15,31.5,23.3,0,-9999,-9999,-9999,27.4
KALASIN,388401,1999,10,16,30.6,23.6,0,-9999,-9999,-9999,27.1
KALASIN,388401,1999,10,17,30.3,22.8,0,-9999,-9999,-9999,26.5
KALASIN,388401,1999,10,18,28.7,20.7,0,-9999,-9999,-9999,24.7
KALASIN,388401,1999,10,19,28.6,18.8,7,-9999,-9999,-9999,23.7
KALASIN,388401,1999,10,20,23.7,18.6,3.6,-9999,-9999,-9999,21.1
KALASIN,388401,1999,10,21,26.5,20.2,0,-9999,-9999,-9999,23.3
KALASIN,388401,1999,10,22,31.7,21.3,0,-9999,-9999,-9999,26.5
KALASIN,388401,1999,10,23,30.2,22.2,0,-9999,-9999,-9999,26.2
KALASIN,388401,1999,10,24,30.2,23,0,-9999,-9999,-9999,26.6
KALASIN,388401,1999,10,25,29.8,23.8,0.5,-9999,-9999,-9999,26.8
KALASIN,388401,1999,10,26,31.5,23.7,3.7,-9999,-9999,-9999,27.6
KALASIN,388401,1999,10,27,32,23.5,0,-9999,-9999,-9999,27.7
KALASIN,388401,1999,10,28,32.1,22.5,0,-9999,-9999,-9999,27.3
KALASIN,388401,1999,10,29,31.2,22.9,0.1,-9999,-9999,-9999,27
KALASIN,388401,1999,10,30,33,22.8,0,-9999,-9999,-9999,27.9
KALASIN,388401,1999,10,31,31.1,24.5,0.1,-9999,-9999,-9999,27.8
KALASIN,388401,1999,11,01,31.6,23.5,1.1,-9999,-9999,-9999,27.5
KALASIN,388401,1999,11,02,25.5,19.9,1,-9999,-9999,-9999,22.7
KALASIN,388401,1999,11,03,25,19.8,0,-9999,-9999,-9999,22.4
KALASIN,388401,1999,11,04,28.6,19.4,0.3,-9999,-9999,-9999,24
KALASIN,388401,1999,11,05,24.8,19.7,0.6,-9999,-9999,-9999,22.2
KALASIN,388401,1999,11,06,26.6,20.9,10.9,-9999,-9999,-9999,23.7
KALASIN,388401,1999,11,07,27.5,21.4,0.6,-9999,-9999,-9999,24.4
KALASIN,388401,1999,11,08,31,22.9,0,-9999,-9999,-9999,26.9
KALASIN,388401,1999,11,09,31.5,22.8,4.6,-9999,-9999,-9999,27.1
KALASIN,388401,1999,11,10,31,23.2,0,-9999,-9999,-9999,27.1
KALASIN,388401,1999,11,11,33.6,22.7,0,-9999,-9999,-9999,28.1
KALASIN,388401,1999,11,12,34,23.7,0,-9999,-9999,-9999,28.8
KALASIN,388401,1999,11,13,27.6,23.7,28.7,-9999,-9999,-9999,25.6
KALASIN,388401,1999,11,14,32.2,22.8,0,-9999,-9999,-9999,27.5
KALASIN,388401,1999,11,15,31.5,20.8,0,-9999,-9999,-9999,26.1
KALASIN,388401,1999,11,16,30.7,19.2,0,-9999,-9999,-9999,24.9
KALASIN,388401,1999,11,17,29.5,18.3,0,-9999,-9999,-9999,23.9
KALASIN,388401,1999,11,18,29,17.5,0,-9999,-9999,-9999,23.2
KALASIN,388401,1999,11,19,28.1,16.5,0,-9999,-9999,-9999,22.3
KALASIN,388401,1999,11,20,29,16.5,0,-9999,-9999,-9999,22.7
KALASIN,388401,1999,11,21,29,16.8,0,-9999,-9999,-9999,22.9
KALASIN,388401,1999,11,22,30.5,18.2,0,-9999,-9999,-9999,24.3
KALASIN,388401,1999,11,23,31.1,21.5,0,-9999,-9999,-9999,26.3
KALASIN,388401,1999,11,24,32.2,21.7,0,-9999,-9999,-9999,26.9
KALASIN,388401,1999,11,25,32.5,20.2,0,-9999,-9999,-9999,26.3
KALASIN,388401,1999,11,26,32.3,19.6,0,-9999,-9999,-9999,25.9
KALASIN,388401,1999,11,27,32,19.8,0,-9999,-9999,-9999,25.9
