*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:06
                                                                                
*RUN   1        : 86_01                     RICER046 SSKT0001    1              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  1   : 86_01                     RICER046                            
  
!YR        Days  Days              Leaf  <--------- Dry Weight -----------> Grain Kernl              <------ Stress (0-1) ------>   Leaf  Shell  Spec  <-Canopy->  Root  <-- Root Length Density ---><Senesced Mat>   Phot  
!  and    after after  Leaf  Grow  Area  <------------ kg/Ha ------------->   per  wght  Harv Tillr  <--- Water ---->                Nit   -ing  Leaf  Hght Brdth Depth  <---- cm3/cm3 of soil -----> <--(kg/ha)-->  Therm  
!     DOY start plant   Num Stage Index  Leaf  Stem Grain  Root Panic  Crop    m2    mg  Indx   No.  Phot  Grow  Excs  Nitr Potas     %      %   Area    m     m     m    0-5  5-15 15-30 30-4242-100   Surf   Soil   Days  
@YEAR DOY   DAS   DAP  L#SD  GSTD  LAID  LWAD  SWAD  GWAD  RWAD  EWAD  CWAD  G#AD  GWGD  HIAD  T#AD  WSPD  WSGD  EWSD  NSTD  KSTD   LN%D   SH%D  SLAD  CHTD  CWID  RDPD  RL1D  RL2D  RL3D  RL4D  RL5D  SNW0C  SNW1C   DTTD  
 2004 275    97    62  18.0     3  0.14   430   608     0   285     0  1038     0   0.0 0.000    40 0.000 0.000 0.000 0.722 0.000   1.34   0.00  32.2  0.00  0.00  1.00  3.72  0.90  0.07  0.04  0.03    269    115  19.30
 2004 276    98    63  18.0     3  0.13   431   615     0   283     0  1046     0   0.0 0.000    39 0.000 0.000 0.000 0.714 0.000   1.34   0.00  30.5  0.00  0.00  1.00  3.71  0.90  0.07  0.04  0.03    279    115  18.65
 2004 277    99    64  18.0     3  0.12   431   620     0   281     0  1051     0   0.0 0.000    38 0.000 0.000 0.000 0.707 0.000   1.33   0.00  28.7  0.00  0.00  1.00  3.69  0.90  0.07  0.04  0.04    290    115  18.30
 2004 278   100    65  18.0     3  0.12   431   629     0   280     0  1060     0   0.0 0.000    38 0.000 0.000 0.000 0.696 0.000   1.32   0.00  26.9  0.00  0.00  1.00  3.67  0.90  0.07  0.04  0.04    301    115  18.75
 2004 279   101    66  18.0     3  0.11   431   636     0   279     0  1067     0   0.0 0.000    37 0.000 0.000 0.000 0.691 0.000   1.31   0.00  25.2  0.00  0.00  1.00  3.66  0.90  0.07  0.04  0.04    312    115  19.30
 2004 280   102    67  18.0     3  0.10   431   643     0   277     0  1074     0   0.0 0.000    37 0.000 0.000 0.000 0.683 0.000   1.30   0.00  23.4  0.00  0.00  1.00  3.64  0.90  0.07  0.04  0.04    323    115  19.30
 2004 281   103    68  18.0     3  0.09   432   649     0   276     0  1081     0   0.0 0.000    36 0.000 0.000 0.000 0.674 0.000   1.29   0.00  20.6  0.00  0.00  1.00  3.63  0.90  0.07  0.04  0.04    335    115  19.85
 2004 282   104    69  18.0     3  0.08   432   655     0   274     0  1087     0   0.0 0.000    36 0.000 0.000 0.000 0.664 0.000   1.29   0.00  18.2  0.00  0.00  1.00  3.62  0.90  0.07  0.04  0.04    346    115  20.10
 2004 283   105    70  19.0     3  0.07   432   660     0   272     0  1092     0   0.0 0.000    35 0.000 0.000 0.000 0.650 0.000   1.30   0.00  16.1  0.00  0.00  1.00  3.60  0.90  0.07  0.04  0.04    359    115  20.35
 2004 284   106    71  19.0     3  0.06   432   666     0   271     0  1098     0   0.0 0.000    35 0.000 0.000 0.000 0.624 0.000   1.30   0.00  14.3  0.00  0.00  1.00  3.59  0.89  0.07  0.04  0.04    371    115  20.95
 2004 285   107    72  19.0     3  0.06   433   671     0   269     0  1104     0   0.0 0.000    35 0.000 0.000 0.000 0.600 0.000   1.30   0.00  12.8  0.00  0.00  1.00  3.57  0.89  0.07  0.04  0.04    384    115  18.80
 2004 286   108    73  19.0     3  0.05   433   676     0   267     0  1109     0   0.0 0.000    35 0.000 0.000 0.000 0.577 0.000   1.31   0.00  11.5  0.00  0.00  1.00  3.56  0.89  0.07  0.04  0.04    396    115  17.00
 2004 287   109    74  19.0     3  0.05   433   681     0   265     0  1114     0   0.0 0.000    34 0.000 0.000 0.000 0.553 0.000   1.32   0.00  10.4  0.00  0.00  1.00  3.54  0.89  0.07  0.04  0.04    409    115  17.15
 2004 288   110    75  19.0     3  0.04   434   686     0   264     0  1119     0   0.0 0.000    34 0.000 0.000 0.000 0.528 0.000   1.32   0.00   9.5  0.00  0.00  1.00  3.53  0.89  0.07  0.04  0.04    422    115  17.45
 2004 289   111    76  19.0     3  0.04   434   690     0   262     0  1124     0   0.0 0.000    34 0.000 0.000 0.000 0.501 0.000   1.33   0.00   8.7  0.00  0.00  1.00  3.51  0.88  0.07  0.04  0.04    435    115  17.30
 2004 290   112    77  19.0     3  0.04   435   694     0   260     0  1129     0   0.0 0.000    34 0.000 0.000 0.000 0.471 0.000   1.34   0.00   8.1  0.00  0.00  1.00  3.50  0.88  0.07  0.04  0.04    448    115  17.00
 2004 291   113    78  19.0     3  0.03   435   698     0   258     0  1134     0   0.0 0.000    34 0.000 0.000 0.000 0.441 0.000   1.35   0.00   7.5  0.00  0.00  1.00  3.48  0.88  0.07  0.04  0.05    461    115  15.85
 2004 292   114    79  20.0     3  0.03   436   702     0   257     0  1138     0   0.0 0.000    34 0.000 0.000 0.000 0.407 0.000   1.36   0.00   7.1  0.00  0.00  1.00  3.46  0.88  0.07  0.05  0.05    475    115  16.65
 2004 293   115    80  20.0     3  0.03   437   706     0   255     0  1143     0   0.0 0.000    34 0.000 0.000 0.000 0.370 0.000   1.36   0.00   6.8  0.00  0.00  1.00  3.45  0.87  0.07  0.05  0.05    488    115  16.90
 2004 294   116    81  20.0     4  0.03   437   711     0   253     0  1148     0   0.0 0.000    34 0.000 0.000 0.000 0.330 0.000   1.37   0.00   6.7  0.00  0.00  1.00  3.43  0.87  0.07  0.05  0.05    502    115  17.20
 2004 295   117    82  20.0     4  0.03   437   716     0   252     0  1152     0   0.0 0.000    34 0.000 0.000 0.000 0.290 0.000   1.38   0.00   6.7  0.00  0.00  1.00  3.41  0.87  0.07  0.05  0.05    515    115  17.45
 2004 296   118    83  20.0     4  0.03   437   721     0   250     0  1157     0   0.0 0.000    34 0.000 0.000 0.000 0.246 0.000   1.39   0.00   6.6  0.00  0.00  1.00  3.40  0.87  0.07  0.05  0.05    528    115  17.60
 2004 297   119    84  20.0     4  0.03   437   726     0   248     0  1163     0   0.0 0.000    34 0.000 0.000 0.000 0.201 0.000   1.41   0.00   6.6  0.00  0.00  1.00  3.38  0.86  0.07  0.05  0.05    542    115  17.05
 2004 298   120    85  20.0     4  0.03   437   732     0   247     0  1169     0   0.0 0.000    34 0.000 0.000 0.000 0.000 0.000   1.42   0.00   6.5  0.00  0.00  1.00  3.36  0.86  0.07  0.05  0.05    555    115  18.30
 2004 299   121    86  20.0     4  0.03   437   739     0   246     0  1176     0   0.0 0.000    34 0.000 0.000 0.000 0.000 0.000   1.43   0.00   6.5  0.00  0.00  1.00  3.34  0.86  0.07  0.05  0.05    569    115  17.30
 2004 300   122    87  20.0     4  0.03   437   745     0   244     0  1182     0   0.0 0.000    34 0.000 0.000 0.000 0.000 0.000   1.44   0.00   6.5  0.00  0.00  1.00  3.33  0.86  0.07  0.05  0.05    582    115  16.35
 2004 301   123    88  20.0     5  0.03   436   317   263   243   435  1188   974  44.7 0.221    34 0.000 0.000 0.000 0.000 0.000   1.78  60.38   6.4  0.00  0.00  1.00  3.31  0.85  0.07  0.05  0.05    595    133  15.65
 2004 302   124    89  20.0     5  0.03   436   319   268   241   440  1195   991  44.4 0.224    34 0.000 0.000 0.000 0.000 0.000   1.77  60.81   6.4  0.00  0.00  1.00  3.29  0.85  0.07  0.05  0.06    609    151  17.85
 2004 303   125    90  20.0     5  0.03   436   320   272   239   445  1201  1009  44.1 0.227    34 0.000 0.000 0.000 0.000 0.000   1.77  61.22   6.3  0.00  0.00  1.00  3.28  0.85  0.07  0.05  0.06    622    169  18.30
 2004 304   126    91  20.0     5  0.03   436   322   277   238   449  1208  1025  43.8 0.229    34 0.000 0.000 0.000 0.000 0.000   1.77  61.60   6.3  0.00  0.00  1.00  3.26  0.85  0.06  0.05  0.06    636    187  17.65
 2004 305   127    92  20.0     5  0.03   433   305   304   236   476  1214  1124  42.3 0.250    34 0.000 0.000 0.000 0.000 0.000   1.82  63.76   6.3  0.00  0.00  1.00  3.25  0.84  0.06  0.05  0.06    649    205  16.40
 2004 306   128    93  20.0     5  0.03   430   287   330   234   503  1219  1224  41.1 0.271    34 0.000 0.000 0.000 0.000 0.000   1.87  65.70   6.3  0.00  0.00  1.00  3.23  0.84  0.06  0.05  0.06    663    222  16.85
 2004 307   129    94  20.0     5  0.03   427   270   356   232   529  1225  1319  40.1 0.291    34 0.000 0.000 0.000 0.000 0.000   1.92  67.36   6.3  0.00  0.00  1.00  3.21  0.84  0.06  0.05  0.06    676    240  16.55
 2004 308   130    95  20.0     5  0.03   424   252   382   231   555  1231  1416  39.2 0.311    34 0.000 0.000 0.000 0.000 0.000   1.98  68.90   6.3  0.00  0.00  1.00  3.20  0.83  0.06  0.05  0.06    690    257  17.25
 2004 309   131    96  20.0     5  0.03   421   235   407   229   580  1236  1509  38.4 0.330    34 0.000 0.000 0.000 0.000 0.000   2.04  70.25   6.3  0.00  0.00  1.00  3.18  0.83  0.06  0.05  0.06    703    275  17.10
 2004 310   132    97  20.0     5  0.03   418   219   432   227   604  1241  1599  37.8 0.348    34 0.000 0.000 0.000 0.000 0.000   2.10  71.45   6.3  0.00  0.00  1.00  3.17  0.83  0.06  0.06  0.06    717    292  16.95
 2004 311   133    98  20.0     5  0.03   415   203   456   226   628  1246  1689  37.2 0.366    34 0.000 0.000 0.000 0.000 0.000   2.17  72.55   6.3  0.00  0.00  1.00  3.15  0.82  0.06  0.06  0.06    730    309  17.35
 2004 312   134    99  20.0     5  0.03   412   187   480   224   652  1251  1777  36.7 0.383    34 0.000 0.000 0.000 0.000 0.000   2.24  73.55   6.3  0.00  0.00  1.00  3.13  0.82  0.06  0.06  0.06    743    326  17.50
 2004 313   135   100  20.0     5  0.03   409   172   502   222   675  1256  1860  36.3 0.400    34 0.000 0.000 0.000 0.000 0.000   2.30  74.43   6.3  0.00  0.00  1.00  3.12  0.82  0.06  0.06  0.06    757    342  16.90
 2004 314   136   101  20.0     5  0.03   407   157   524   220   696  1260  1941  35.9 0.416    34 0.000 0.000 0.000 0.000 0.000   2.37  75.23   6.2  0.00  0.00  1.00  3.10  0.81  0.06  0.06  0.06    770    359  17.00
 2004 315   137   102  20.0     5  0.03   404   140   547   219   720  1264  2028  35.5 0.433    34 0.000 0.000 0.000 0.000 0.000   2.46  76.04   6.2  0.00  0.00  1.00  3.09  0.81  0.06  0.06  0.06    784    375  18.70
 2004 316   138   103  20.0     5  0.02   401   126   567   217   740  1268  2102  35.2 0.448    34 0.000 0.000 0.000 0.000 0.000   2.54  76.69   6.2  0.00  0.00  1.00  3.07  0.81  0.06  0.06  0.06    797    392  16.40
 2004 317   139   104  20.0     5  0.02   399   114   584   215   757  1270  2163  35.0 0.460    34 0.000 0.000 0.000 0.000 0.000   2.61  77.20   6.1  0.00  0.00  1.00  3.06  0.80  0.06  0.06  0.06    811    408  14.05
 2004 318   140   105  20.0     5  0.02   410    99   594   213   767  1276  2201  34.8 0.466    34 0.000 0.000 0.000 0.000 0.000   2.63  77.50   5.9  0.00  0.00  1.00  3.04  0.80  0.06  0.06  0.06    824    424  17.70
 2004 319   141   106  20.0     5  0.02   410    99   597   211   770  1279  2213  34.8 0.467    34 0.000 0.000 0.000 0.000 0.000   2.63  77.59   5.8  0.00  0.00  1.00  3.03  0.79  0.06  0.06  0.06    838    440  18.40
 2004 320   142   107  20.0     5  0.02   410    99   601   210   773  1282  2224  34.8 0.468    34 0.000 0.000 0.000 0.000 0.000   2.63  77.68   5.8  0.00  0.00  1.00  3.01  0.79  0.06  0.06  0.06    852    456  18.25
 2004 321   143   108  20.0     5  0.02   410    99   604   208   776  1285  2235  34.7 0.470    34 0.000 0.000 0.000 0.000 0.000   2.63  77.77   5.7  0.00  0.00  1.00  3.00  0.79  0.06  0.06  0.06    865    471  16.25
 2004 322   144   109  20.0     6  0.02   410    99   604   208   776  1285  2235  34.7 0.470    34 0.000 0.000 0.000 0.000 0.000   2.63  77.77   5.7  0.00  0.00  1.00  2.98  0.78  0.06  0.06  0.06    865    471  17.25
 2004 323   145   110  20.0    20  0.02   410    99   604   208   776  1285  2235  34.7 0.470    34 0.000 0.000 0.000 0.000 0.000   2.63  77.77   5.7  0.00  0.00  1.00  2.97  0.78  0.06  0.06  0.06    865    471   0.00

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:14
                                                                                
*RUN  20        : 05_01                     RICER046 SSKT0001   20              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT 20   : 05_01                     RICER046                            
  
!YR        Days  Days              Leaf  <--------- Dry Weight -----------> Grain Kernl              <------ Stress (0-1) ------>   Leaf  Shell  Spec  <-Canopy->  Root  <-- Root Length Density ---><Senesced Mat>   Phot  
!  and    after after  Leaf  Grow  Area  <------------ kg/Ha ------------->   per  wght  Harv Tillr  <--- Water ---->                Nit   -ing  Leaf  Hght Brdth Depth  <---- cm3/cm3 of soil -----> <--(kg/ha)-->  Therm  
!     DOY start plant   Num Stage Index  Leaf  Stem Grain  Root Panic  Crop    m2    mg  Indx   No.  Phot  Grow  Excs  Nitr Potas     %      %   Area    m     m     m    0-5  5-15 15-30 30-4242-100   Surf   Soil   Days  
@YEAR DOY   DAS   DAP  L#SD  GSTD  LAID  LWAD  SWAD  GWAD  RWAD  EWAD  CWAD  G#AD  GWGD  HIAD  T#AD  WSPD  WSGD  EWSD  NSTD  KSTD   LN%D   SH%D  SLAD  CHTD  CWID  RDPD  RL1D  RL2D  RL3D  RL4D  RL5D  SNW0C  SNW1C   DTTD  
 2005 213    35     0   7.0     1  0.24   256    28     0   128     0   284     0   0.0 0.000    33 0.000 0.000 0.000 0.000 0.000   3.30   0.00  93.2  0.00  0.00  0.05  0.84  0.11  0.00  0.00  0.00      0      0  18.98
 2005 214    36     1   8.0     1  0.24   256    28     0   136     0   284     0   0.0 0.000    33 0.000 0.000 0.000 0.263 0.000   3.72   0.00  91.9  0.00  0.00  0.08  0.92  0.11  0.00  0.00  0.00      0      0  18.45
 2005 215    37     2   8.0     1  0.23   256    28     0   143     0   285     0   0.0 0.000    33 0.000 0.000 0.000 0.000 0.000   3.98   0.00  90.1  0.00  0.00  0.12  1.05  0.14  0.00  0.00  0.00      0      0  20.16
 2005 216    38     3   8.0     1  0.23   257    28     0   153     0   285     0   0.0 0.000    33 0.000 0.000 0.000 0.000 0.000   3.97   0.00  90.3  0.00  0.00  0.15  1.15  0.18  0.00  0.00  0.00      1     11  20.04
 2005 217    39     4   8.0     1  0.23   258    28     0   170     0   286     0   0.0 0.000    33 0.000 0.000 0.000 0.000 0.000   3.95   0.00  90.8  0.00  0.00  0.19  1.28  0.22  0.01  0.00  0.00      1     23  20.11
 2005 218    40     5   9.0     1  0.24   259    28     0   187     0   288     0   0.0 0.000    33 0.000 0.000 0.000 0.000 0.000   3.93   0.00  91.3  0.00  0.00  0.23  1.49  0.28  0.02  0.00  0.00      1     37  18.84
 2005 219    41     6   9.0     1  0.24   261    28     0   203     0   289     0   0.0 0.000    33 0.000 0.000 0.000 0.000 0.000   3.91   0.00  91.7  0.00  0.00  0.26  1.70  0.34  0.04  0.00  0.00      1     51  20.43
 2005 220    42     7   9.0     2  0.25   265    32     0   211     0   297     0   0.0 0.000    65 0.000 0.000 0.000 0.000 0.000   3.79   0.00  93.6  0.00  0.00  0.30  1.88  0.39  0.07  0.00  0.00      1     67  19.69
 2005 221    43     8   9.0     2  0.27   276    42     0   219     0   318     0   0.0 0.000    69 0.000 0.000 0.000 0.000 0.000   3.55   0.00  96.6  0.00  0.00  0.33  1.97  0.42  0.08  0.00  0.00      2     83  16.71
 2005 222    44     9   9.0     2  0.29   292    55     0   227     0   347     0   0.0 0.000    75 0.000 0.000 0.000 0.000 0.000   3.42   0.00 100.3  0.00  0.00  0.36  2.06  0.45  0.10  0.01  0.00      2    100  19.32
 2005 223    45    10  10.0     2  0.32   311    70     0   233     0   381     0   0.0 0.000    81 0.000 0.000 0.000 0.000 0.000   3.39   0.00 104.4  0.00  0.00  0.40  2.15  0.47  0.11  0.01  0.00      2    117  18.38
 2005 224    46    11  10.0     2  0.37   337    92     0   242     0   429     0   0.0 0.000    92 0.000 0.000 0.000 0.000 0.000   3.40   0.00 109.2  0.00  0.00  0.43  2.22  0.49  0.12  0.02  0.00      2    135  19.71
 2005 225    47    12  10.0     2  0.43   376   124     0   258     0   500     0   0.0 0.000   108 0.000 0.000 0.000 0.000 0.000   3.40   0.00 115.1  0.00  0.00  0.47  2.32  0.52  0.13  0.03  0.00      2    153  20.37
 2005 226    48    13  10.0     2  0.48   405   148     0   268     0   553     0   0.0 0.000   117 0.000 0.000 0.000 0.000 0.000   3.37   0.00 118.8  0.00  0.00  0.50  2.47  0.56  0.15  0.05  0.02      3    173  18.06
 2005 227    49    14  10.0     2  0.53   435   172     0   279     0   607     0   0.0 0.000   127 0.000 0.000 0.000 0.000 0.000   3.36   0.00 122.1  0.00  0.00  0.53  2.57  0.59  0.16  0.06  0.03      3    194  18.41
 2005 228    50    15  11.0     2  0.59   468   199     0   291     0   667     0   0.0 0.000   137 0.000 0.000 0.000 0.000 0.000   3.32   0.00 125.3  0.00  0.00  0.57  2.66  0.62  0.18  0.07  0.04      3    215  19.37
 2005 229    51    16  11.0     2  0.64   502   228     0   304     0   730     0   0.0 0.000   148 0.000 0.000 0.000 0.000 0.000   3.20   0.00 127.8  0.00  0.00  0.60  2.74  0.66  0.19  0.09  0.06      3    215  18.35
 2005 230    52    17  11.0     2  0.71   549   266     0   322     0   814     0   0.0 0.000   161 0.000 0.000 0.000 0.000 0.000   2.87   0.00 129.2  0.00  0.00  0.64  2.82  0.72  0.19  0.11  0.07      4    215  18.50
 2005 231    53    18  11.0     2  0.75   583   310     0   339     0   893     0   0.0 0.000   169 0.000 0.000 0.000 0.212 0.000   2.62   0.00 129.4  0.00  0.00  0.67  2.99  0.79  0.20  0.11  0.08      5    215  19.60
 2005 232    54    19  11.0     2  0.79   611   356     0   354     0   967     0   0.0 0.000   175 0.000 0.000 0.000 0.325 0.000   2.42   0.00 129.2  0.00  0.00  0.70  3.23  0.83  0.20  0.11  0.08      6    215  19.20
 2005 233    55    20  12.0     2  0.81   633   402     0   367     0  1034     0   0.0 0.000   179 0.000 0.000 0.000 0.416 0.000   2.26   0.00 128.5  0.00  0.00  0.74  3.33  0.92  0.21  0.11  0.09      7    215  19.00
 2005 234    56    21  12.0     2  0.83   651   449     0   380     0  1100     0   0.0 0.000   182 0.000 0.000 0.000 0.487 0.000   2.12   0.00 127.6  0.00  0.00  0.77  3.44  0.99  0.21  0.12  0.09      9    215  19.75
 2005 235    57    22  12.0     2  0.85   669   500     0   393     0  1169     0   0.0 0.000   184 0.000 0.000 0.000 0.548 0.000   2.00   0.00 126.6  0.00  0.00  0.81  3.53  1.07  0.21  0.12  0.09     11    215  19.90
 2005 236    58    23  12.0     2  0.85   682   547     0   405     0  1229     0   0.0 0.000   186 0.000 0.000 0.000 0.604 0.000   1.90   0.00 125.4  0.00  0.00  0.84  3.63  1.14  0.22  0.12  0.09     14    215  20.40
 2005 237    59    24  12.0     2  0.86   692   590     0   414     0  1282     0   0.0 0.000   187 0.000 0.000 0.000 0.648 0.000   1.82   0.00 124.0  0.00  0.00  0.88  3.71  1.21  0.22  0.12  0.09     17    215  21.05
 2005 238    60    25  12.0     2  0.85   699   620     0   419     0  1319     0   0.0 0.000   187 0.000 0.000 0.000 0.684 0.000   1.77   0.00 122.3  0.00  0.00  0.92  3.78  1.26  0.22  0.12  0.10     20    215  20.90
 2005 239    61    26  13.0     2  0.85   705   650     0   424     0  1355     0   0.0 0.000   188 0.000 0.000 0.000 0.706 0.000   1.73   0.00 120.7  0.00  0.00  0.96  3.82  1.30  0.22  0.13  0.10     23    215  20.00
 2005 240    62    27  13.0     2  0.84   710   681     0   429     0  1391     0   0.0 0.000   188 0.000 0.000 0.000 0.726 0.000   1.68   0.00 119.0  0.00  0.00  0.99  3.86  1.33  0.22  0.13  0.10     27    215  19.35
 2005 241    63    28  13.0     2  0.83   713   698     0   429     0  1410     0   0.0 0.000   188 0.000 0.000 0.000 0.746 0.000   1.66   0.00 117.1  0.00  0.00  1.00  3.90  1.36  0.22  0.13  0.10     32    215  17.80
 2005 242    64    29  13.0     2  0.83   716   721     0   432     0  1437     0   0.0 0.000   189 0.000 0.000 0.000 0.755 0.000   1.63   0.00 115.3  0.00  0.00  1.00  3.91  1.37  0.22  0.13  0.10     36    215  19.65
 2005 243    65    30  13.0     2  0.82   720   747     0   435     0  1467     0   0.0 0.000   189 0.000 0.000 0.000 0.769 0.000   1.59   0.00 113.6  0.00  0.00  1.00  3.93  1.40  0.22  0.13  0.10     42    215  17.80
 2005 244    66    31  13.0     2  0.81   723   770     0   437     0  1493     0   0.0 0.000   190 0.000 0.000 0.000 0.783 0.000   1.60   0.00 111.7  0.00  0.00  1.00  3.96  1.42  0.22  0.13  0.10     47    215  19.65
 2005 245    67    32  14.0     2  0.80   726   795     0   440     0  1522     0   0.0 0.000   190 0.000 0.000 0.000 0.780 0.000   1.57   0.00 109.9  0.00  0.00  1.00  3.96  1.45  0.22  0.13  0.10     53    215  20.20
 2005 246    68    33  14.0     2  0.79   728   811     0   440     0  1539     0   0.0 0.000   190 0.000 0.000 0.000 0.793 0.000   1.55   0.00 108.0  0.00  0.00  1.00  3.96  1.48  0.22  0.13  0.10     59    215  18.80
 2005 247    69    34  14.0     2  0.77   730   828     0   441     0  1558     0   0.0 0.000   191 0.000 0.000 0.000 0.800 0.000   1.53   0.00 106.1  0.00  0.00  1.00  3.95  1.49  0.22  0.13  0.10     66    215  18.90
 2005 248    70    35  14.0     2  0.76   732   844     0   441     0  1576     0   0.0 0.000   191 0.000 0.000 0.000 0.807 0.000   1.51   0.00 104.2  0.00  0.00  1.00  3.95  1.50  0.22  0.13  0.10     73    215  19.60
 2005 249    71    36  14.0     2  0.75   734   860     0   441     0  1594     0   0.0 0.000   191 0.000 0.000 0.000 0.814 0.000   1.50   0.00 102.3  0.00  0.00  1.00  3.94  1.52  0.22  0.13  0.10     81    215  18.25
 2005 250    72    37  14.0     2  0.74   735   873     0   440     0  1608     0   0.0 0.000   192 0.000 0.000 0.000 0.821 0.000   1.48   0.00 100.4  0.00  0.00  1.00  3.94  1.53  0.22  0.13  0.10     88    215  18.40
 2005 251    73    38  14.0     2  0.72   736   890     0   441     0  1626     0   0.0 0.000   192 0.000 0.000 0.000 0.825 0.000   1.47   0.00  98.5  0.00  0.00  1.00  3.93  1.54  0.22  0.13  0.10     97    215  19.10
 2005 252    74    39  15.0     2  0.71   737   901     0   439     0  1639     0   0.0 0.000   192 0.000 0.000 0.000 0.832 0.000   1.48   0.00  96.5  0.00  0.00  1.00  3.92  1.55  0.22  0.13  0.10    105    215  17.75
 2005 253    75    40  15.0     2  0.70   739   917     0   439     0  1656     0   0.0 0.000   192 0.000 0.000 0.000 0.825 0.000   1.46   0.00  94.6  0.00  0.00  1.00  3.92  1.55  0.22  0.13  0.10    114    215  18.65
 2005 254    76    41  15.0     2  0.69   740   931     0   439     0  1671     0   0.0 0.000   193 0.000 0.000 0.000 0.828 0.000   1.46   0.00  92.6  0.00  0.00  1.00  3.91  1.56  0.22  0.14  0.10    124    215  18.60
 2005 255    77    42  15.0     2  0.67   742   946     0   439     0  1688     0   0.0 0.000   193 0.000 0.000 0.000 0.831 0.000   1.45   0.00  90.7  0.00  0.00  1.00  3.91  1.57  0.22  0.14  0.11    134    215  18.60
 2005 256    78    43  15.0     2  0.66   742   956     0   437     0  1699     0   0.0 0.000   193 0.000 0.000 0.000 0.834 0.000   1.47   0.00  88.7  0.00  0.00  1.00  3.90  1.57  0.22  0.14  0.11    144    215  16.10
 2005 257    79    44  15.0     2  0.65   744   969     0   437     0  1713     0   0.0 0.000   193 0.000 0.000 0.000 0.819 0.000   1.47   0.00  86.8  0.00  0.00  1.00  3.89  1.58  0.22  0.14  0.11    155    215  17.60
 2005 258    80    45  15.0     3  0.63   745   990     0   436     0  1734     0   0.0 0.000   172 0.000 0.000 0.000 0.819 0.000   1.45   0.00  84.8  0.00  0.00  1.00  3.88  1.58  0.22  0.14  0.11    166    215  18.70
 2005 259    81    46  16.0     3  0.62   745  1008     0   435     0  1753     0   0.0 0.000   153 0.000 0.000 0.000 0.819 0.000   1.47   0.00  82.8  0.00  0.00  1.00  3.87  1.59  0.22  0.14  0.11    177    215  19.70
 2005 260    82    47  16.0     3  0.60   746  1030     0   435     0  1777     0   0.0 0.000   137 0.000 0.000 0.000 0.805 0.000   1.46   0.00  80.9  0.00  0.00  1.00  3.85  1.59  0.22  0.15  0.11    189    215  20.10
 2005 261    83    48  16.0     3  0.59   747  1042     0   433     0  1789     0   0.0 0.000   124 0.000 0.000 0.000 0.806 0.000   1.46   0.00  78.9  0.00  0.00  1.00  3.84  1.60  0.22  0.15  0.12    201    215  17.40
 2005 262    84    49  16.0     3  0.57   747  1054     0   431     0  1801     0   0.0 0.000   111 0.000 0.000 0.000 0.802 0.000   1.45   0.00  76.8  0.00  0.00  1.00  3.83  1.59  0.21  0.15  0.12    214    215  18.50
 2005 263    85    50  16.0     3  0.56   747  1068     0   429     0  1815     0   0.0 0.000   101 0.000 0.000 0.000 0.797 0.000   1.45   0.00  74.8  0.00  0.00  1.00  3.82  1.59  0.21  0.15  0.12    227    215  18.60
 2005 264    86    51  16.0     3  0.55   748  1089     0   429     0  1837     0   0.0 0.000    92 0.000 0.000 0.000 0.792 0.000   1.44   0.00  72.8  0.00  0.00  1.00  3.80  1.59  0.21  0.15  0.12    240    215  19.00
 2005 265    87    52  16.0     3  0.53   749  1109     0   428     0  1859     0   0.0 0.000    84 0.000 0.000 0.000 0.784 0.000   1.44   0.00  70.9  0.00  0.00  1.00  3.80  1.60  0.21  0.15  0.12    254    215  19.10
 2005 266    88    53  16.0     3  0.52   750  1128     0   427     0  1878     0   0.0 0.000    77 0.000 0.000 0.000 0.776 0.000   1.43   0.00  69.0  0.00  0.00  1.00  3.79  1.60  0.21  0.16  0.12    269    215  18.90
 2005 267    89    54  17.0     3  0.50   751  1146     0   427     0  1897     0   0.0 0.000    71 0.000 0.000 0.000 0.766 0.000   1.42   0.00  67.0  0.00  0.00  1.00  3.78  1.60  0.21  0.16  0.13    283    215  19.15
 2005 268    90    55  17.0     3  0.49   753  1170     0   427     0  1922     0   0.0 0.000    66 0.000 0.000 0.000 0.754 0.000   1.41   0.00  65.2  0.00  0.00  1.00  3.77  1.61  0.21  0.16  0.13    299    215  20.60
 2005 269    91    56  17.0     3  0.48   754  1189     0   426     0  1942     0   0.0 0.000    62 0.000 0.000 0.000 0.744 0.000   1.41   0.00  63.2  0.00  0.00  1.00  3.76  1.61  0.21  0.16  0.13    314    215  20.10
 2005 270    92    57  17.0     3  0.46   754  1206     0   425     0  1960     0   0.0 0.000    58 0.000 0.000 0.000 0.736 0.000   1.40   0.00  61.2  0.00  0.00  1.00  3.75  1.61  0.21  0.17  0.13    330    215  20.05
