*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:06
                                                                                
*RUN   1        : 86_01                     RICER046 SSKT0001    1              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  1   : 86_01                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1987 284   106    71  32.2   0.0  32.2  0.00  1.28  75.0  11.0  21.2  1.28  1.28  0.00  0.79  13.70   1.24
 1987 285   107    72  32.4   0.0  32.4  0.00  1.28  75.2  11.0  21.5  1.28  1.28  0.00  0.80  14.13   1.24
 1987 286   108    73  32.5   0.0  32.5  0.00  1.27  75.3  10.9  21.6  1.27  1.27  0.00  0.80  14.57   1.24
 1987 287   109    74  32.6   0.0  32.6  0.00  1.27  75.4  10.9  21.7  1.27  1.27  0.00  0.80  15.02   1.24
 1987 288   110    75  32.6   0.0  32.6  0.00  1.26  75.4  10.8  21.8  1.26  1.26  0.00  0.81  15.47   1.24
 1987 289   111    76  32.6   0.0  32.6  0.00  1.25  75.4  10.7  21.9  1.25  1.25  0.00  0.81  15.94   1.24
 1987 290   112    77  32.6   0.0  32.6  0.00  1.24  75.4  10.7  22.0  1.24  1.24  0.00  0.81  16.40   1.24
 1987 291   113    78  32.6   0.0  32.6  0.00  1.24  75.4  10.6  22.0  1.24  1.24  0.00  0.82  16.88   1.24
 1987 292   114    79  32.6   0.0  32.6  0.00  1.23  75.4  10.6  22.1  1.23  1.23  0.00  0.82  17.36   1.24
 1987 293   115    80  32.6   0.0  32.6  0.00  1.22  75.4  10.5  22.1  1.22  1.22  0.00  0.82  17.84   1.24
 1987 294   116    81  32.6   0.0  32.6  0.00  1.22  75.4  10.5  22.2  1.22  1.22  0.00  0.83  18.32   1.24
 1987 295   117    82  33.3   0.0  33.3  0.00  1.24  76.2  10.6  22.7  1.24  1.24  0.00  0.84  18.80   1.24
 1987 296   118    83  33.6   0.0  33.6  0.00  1.24  76.5  10.7  22.9  1.24  1.24  0.00  0.85  19.28   1.24
 1987 297   119    84  33.9   0.0  33.9  0.00  1.24  76.8  10.7  23.2  1.24  1.24  0.00  0.86  19.76   1.24
 1987 298   120    85  34.2   0.0  34.2  0.00  1.24  77.1  10.7  23.4  1.24  1.24  0.00  0.87  20.24   1.24
 1987 299   121    86  34.8   5.8  29.0  0.61  1.60  77.9  13.7  15.3  1.60  1.60  0.00  0.91  20.72   1.24
 1987 300   122    87  34.8   5.9  28.9  0.61  1.57  78.3  13.5  15.4  1.57  1.57  0.00  0.99  21.20   1.55
 1987 301   123    88  34.8   6.0  28.8  0.62  1.55  78.3  13.3  15.5  1.55  1.55  0.00  1.01  21.68   1.88
 1987 302   124    89  34.8   6.1  28.7  0.62  1.53  78.3  13.2  15.5  1.53  1.53  0.00  1.01  22.17   2.22
 1987 303   125    90  34.8   6.8  28.0  0.64  1.54  78.3  13.1  14.8  1.54  1.54  0.00  1.02  22.65   2.55
 1987 304   126    91  34.8   7.6  27.2  0.66  1.56  78.3  13.1  14.1  1.56  1.56  0.00  1.02  23.13   2.89
 1987 305   127    92  34.8   8.3  26.5  0.68  1.57  78.3  13.0  13.4  1.57  1.57  0.00  1.03  23.62   3.22
 1987 306   128    93  34.8   9.0  25.7  0.70  1.58  78.3  13.0  12.8  1.58  1.58  0.00  1.03  24.10   3.56
 1987 307   129    94  34.8   9.8  25.0  0.71  1.58  78.3  12.9  12.1  1.58  1.58  0.00  1.04  24.58   3.89
 1987 308   130    95  34.8  10.5  24.3  0.73  1.59  78.3  12.8  11.5  1.59  1.59  0.00  1.04  25.06   4.23
 1987 309   131    96  34.8  11.2  23.6  0.75  1.59  78.3  12.7  10.9  1.59  1.59  0.00  1.05  25.55   4.56
 1987 310   132    97  34.8  11.9  22.9  0.76  1.59  78.3  12.6  10.2  1.59  1.59  0.00  1.05  26.03   4.90
 1987 311   133    98  34.8  12.6  22.1  0.78  1.59  78.3  12.5   9.6  1.59  1.59  0.00  1.06  26.52   5.23
 1987 312   134    99  34.8  13.3  21.4  0.79  1.59  78.3  12.4   9.0  1.59  1.59  0.00  1.07  27.00   5.57
 1987 313   135   100  34.8  14.0  20.7  0.81  1.59  78.3  12.3   8.4  1.59  1.59  0.00  1.07  27.48   5.90
 1987 314   136   101  34.8  14.6  20.2  0.82  1.55  78.3  12.4   7.7  1.55  1.55  0.00  1.08  27.97   6.24
 1987 315   137   102  34.8  14.8  19.9  0.83  1.54  78.3  12.3   7.7  1.54  1.54  0.00  1.09  28.45   6.57
 1987 316   138   103  34.8  15.0  19.7  0.83  1.52  78.3  12.1   7.6  1.52  1.52  0.00  1.10  28.94   6.91
 1987 317   139   104  34.8  15.2  19.5  0.84  1.51  78.3  12.0   7.5  1.51  1.51  0.00  1.10  29.42   7.24
 1987 318   140   105  34.8  15.4  19.4  0.84  1.49  78.3  11.9   7.4  1.49  1.49  0.00  1.11  29.91   7.58
 1987 319   141   106  34.8  15.6  19.2  0.85  1.48  78.3  11.8   7.4  1.48  1.48  0.00  1.12  30.39   7.91
 1987 320   142   107  34.8  15.6  19.2  0.85  1.48  78.3  11.8   7.4  1.48  1.48  0.00  1.12  30.39   7.91
 1987 321   143   108  34.8  15.6  19.2  0.85  1.48  78.3  11.8   7.4  1.48  1.48  0.00  1.12  30.39   7.91

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:07
                                                                                
*RUN   3        : 88_01                     RICER046 SSKT0001    3              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  3   : 88_01                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1988 213    35     0   9.7   0.0   9.7  0.00  3.40  80.4   8.7   1.0  3.40  3.40  0.00  0.68   0.00   0.00
 1988 214    36     1  11.1   0.0  11.1  0.00  3.91  82.4  10.0   1.1  3.91  3.91  0.00  1.11   0.00   0.00
 1988 215    37     2  11.3   0.0  11.3  0.00  3.98  82.9  10.2   1.1  3.98  3.98  0.00  1.21   0.01   0.00
 1988 216    38     3  11.3   0.0  11.3  0.00  3.97  83.0  10.2   1.1  3.97  3.97  0.00  1.21   0.01   0.13
 1988 217    39     4  11.3   0.0  11.3  0.00  3.96  83.4  10.2   1.1  3.96  3.96  0.00  1.33   0.02   0.26
 1988 218    40     5  11.3   0.0  11.3  0.00  3.94  83.5  10.2   1.1  3.94  3.94  0.00  1.25   0.02   0.43
 1988 219    41     6  11.3   0.0  11.3  0.00  3.92  83.6  10.2   1.1  3.92  3.92  0.00  1.18   0.03   0.60
 1988 220    42     7  11.3   0.0  11.3  0.00  3.77  83.7  10.0   1.3  3.77  3.77  0.00  1.14   0.03   0.78
 1988 221    43     8  11.3   0.0  11.3  0.00  3.63  83.8   9.9   1.4  3.63  3.63  0.00  1.11   0.04   0.96
 1988 222    44     9  11.4   0.0  11.4  0.00  3.50  83.9   9.8   1.6  3.50  3.50  0.00  1.07   0.04   1.15
 1988 223    45    10  12.0   0.0  12.0  0.00  3.49  84.7  10.1   1.9  3.49  3.49  0.00  1.07   0.04   1.34
 1988 224    46    11  13.1   0.0  13.1  0.00  3.40  85.8  10.6   2.5  3.40  3.40  0.00  1.03   0.05   1.54
 1988 225    47    12  14.6   0.0  14.6  0.00  3.39  87.4  11.5   3.2  3.39  3.39  0.00  1.02   0.05   1.75
 1988 226    48    13  17.0   0.0  17.0  0.00  3.39  90.0  12.7   4.2  3.39  3.39  0.00  1.04   0.06   1.95
 1988 227    49    14  19.1   0.0  19.1  0.00  3.37  92.2  13.9   5.2  3.37  3.37  0.00  1.03   0.06   2.17
 1988 228    50    15  22.1   0.0  22.1  0.00  3.38  95.5  15.5   6.6  3.38  3.38  0.00  1.04   0.07   2.40
 1988 229    51    16  25.2   0.0  25.2  0.00  3.37  98.8  17.1   8.0  3.37  3.37  0.00  1.04   0.07   2.65
 1988 230    52    17  27.0   0.0  27.0  0.00  3.17 100.7  17.9   9.0  3.17  3.17  0.00  1.01   0.08   2.91
 1988 231    53    18  27.8   0.0  27.8  0.00  2.87 101.7  18.1   9.8  2.87  2.87  0.00  0.96   0.09   2.91
 1988 232    54    19  28.1   0.0  28.1  0.00  2.65 102.0  17.7  10.4  2.65  2.65  0.00  0.92   0.12   2.91
 1988 233    55    20  28.4   0.0  28.4  0.00  2.51 102.3  17.5  10.9  2.51  2.51  0.00  0.89   0.15   2.91
 1988 234    56    21  28.7   0.0  28.7  0.00  2.35 102.6  17.1  11.6  2.35  2.35  0.00  0.86   0.19   2.91
 1988 235    57    22  28.9   0.0  28.9  0.00  2.21 102.8  16.7  12.3  2.21  2.21  0.00  0.83   0.24   2.91
 1988 236    58    23  29.1   0.0  29.1  0.00  2.11 103.0  16.3  12.8  2.11  2.11  0.00  0.81   0.30   2.91
 1988 237    59    24  31.9   0.0  31.9  0.00  2.20 106.0  17.4  14.5  2.20  2.20  0.00  0.82   0.37   2.91
 1988 238    60    25  33.6   0.0  33.6  0.00  2.22 107.8  18.0  15.7  2.22  2.22  0.00  0.83   0.45   2.91
 1988 239    61    26  34.2   0.0  34.2  0.00  2.15 108.5  17.8  16.4  2.15  2.15  0.00  0.81   0.54   2.91
 1988 240    62    27  34.3   0.0  34.3  0.00  2.06 108.5  17.5  16.8  2.06  2.06  0.00  0.79   0.64   2.91
 1988 241    63    28  34.4   0.0  34.4  0.00  2.01 108.7  17.3  17.2  2.01  2.01  0.00  0.78   0.75   2.91
 1988 242    64    29  34.6   0.0  34.6  0.00  1.94 108.9  17.0  17.6  1.94  1.94  0.00  0.76   0.87   2.91
 1988 243    65    30  34.6   0.0  34.6  0.00  1.88 108.9  16.7  17.9  1.88  1.88  0.00  0.75   0.99   2.91
 1988 244    66    31  34.8   0.0  34.8  0.00  1.85 109.1  16.6  18.2  1.85  1.85  0.00  0.75   1.13   2.91
 1988 245    67    32  35.3   0.0  35.3  0.00  1.82 109.7  16.5  18.8  1.82  1.82  0.00  0.74   1.27   2.91
 1988 246    68    33  35.4   0.0  35.4  0.00  1.77 109.7  16.2  19.1  1.77  1.77  0.00  0.73   1.43   2.91
 1988 247    69    34  35.4   0.0  35.4  0.00  1.73 109.7  16.0  19.4  1.73  1.73  0.00  0.72   1.59   2.91
 1988 248    70    35  35.4   0.0  35.4  0.00  1.69 109.7  15.7  19.7  1.69  1.69  0.00  0.71   1.76   2.91
 1988 249    71    36  35.4   0.0  35.4  0.00  1.66 109.7  15.5  19.9  1.66  1.66  0.00  0.71   1.94   2.91
 1988 250    72    37  35.4   0.0  35.4  0.00  1.64 109.8  15.3  20.1  1.64  1.64  0.00  0.71   2.13   2.91
 1988 251    73    38  35.5   0.0  35.5  0.00  1.63 109.8  15.2  20.3  1.63  1.63  0.00  0.71   2.33   2.91
 1988 252    74    39  36.3   0.0  36.3  0.00  1.65 110.7  15.4  20.9  1.65  1.65  0.00  0.72   2.53   2.91
 1988 253    75    40  36.4   0.0  36.4  0.00  1.63 110.7  15.3  21.1  1.63  1.63  0.00  0.72   2.75   2.91
 1988 254    76    41  37.0   0.0  37.0  0.00  1.63 111.4  15.4  21.6  1.63  1.63  0.00  0.72   2.97   2.91
 1988 255    77    42  37.0   0.0  37.0  0.00  1.61 111.4  15.3  21.7  1.61  1.61  0.00  0.72   3.20   2.91
 1988 256    78    43  37.0   0.0  37.0  0.00  1.59 111.4  15.1  21.9  1.59  1.59  0.00  0.72   3.44   2.91
 1988 257    79    44  37.1   0.0  37.1  0.00  1.59 111.5  15.1  22.0  1.59  1.59  0.00  0.72   3.69   2.91
 1988 258    80    45  38.1   0.0  38.1  0.00  1.61 112.6  15.4  22.8  1.61  1.61  0.00  0.72   3.95   2.91
 1988 259    81    46  38.5   0.0  38.5  0.00  1.61 113.0  15.4  23.1  1.61  1.61  0.00  0.73   4.21   2.91
 1988 260    82    47  38.5   0.0  38.5  0.00  1.59 113.0  15.3  23.3  1.59  1.59  0.00  0.73   4.49   2.91
 1988 261    83    48  38.5   0.0  38.5  0.00  1.57 113.0  15.1  23.4  1.57  1.57  0.00  0.72   4.77   2.91
 1988 262    84    49  38.6   0.0  38.6  0.00  1.55 113.0  15.0  23.5  1.55  1.55  0.00  0.72   5.06   2.91
 1988 263    85    50  38.8   0.0  38.8  0.00  1.55 113.3  15.0  23.8  1.55  1.55  0.00  0.72   5.36   2.91
 1988 264    86    51  39.3   0.0  39.3  0.00  1.55 113.9  15.1  24.3  1.55  1.55  0.00  0.73   5.67   2.91
 1988 265    87    52  39.6   0.0  39.6  0.00  1.54 114.1  15.0  24.5  1.54  1.54  0.00  0.73   5.99   2.91
 1988 266    88    53  39.6   0.0  39.6  0.00  1.52 114.1  14.9  24.7  1.52  1.52  0.00  0.73   6.31   2.91
 1988 267    89    54  39.6   0.0  39.6  0.00  1.51 114.1  14.8  24.8  1.51  1.51  0.00  0.73   6.65   2.91
 1988 268    90    55  39.9   0.0  39.9  0.00  1.50 114.4  14.7  25.1  1.50  1.50  0.00  0.74   6.99   2.91
 1988 269    91    56  39.9   0.0  39.9  0.00  1.49 114.4  14.6  25.2  1.49  1.49  0.00  0.74   7.34   2.91
 1988 270    92    57  40.1   0.0  40.1  0.00  1.49 114.7  14.6  25.5  1.49  1.49  0.00  0.74   7.70   2.91
 1988 271    93    58  40.1   0.0  40.1  0.00  1.47 114.7  14.5  25.6  1.47  1.47  0.00  0.74   8.06   2.91
 1988 272    94    59  41.3   0.0  41.3  0.00  1.50 115.9  14.8  26.5  1.50  1.50  0.00  0.75   8.44   2.91
 1988 273    95    60  41.3   0.0  41.3  0.00  1.49 115.9  14.7  26.6  1.49  1.49  0.00  0.76   8.82   2.91
 1988 274    96    61  41.5   0.0  41.5  0.00  1.48 116.1  14.7  26.9  1.48  1.48  0.00  0.76   9.21   2.91
 1988 275    97    62  42.1   0.0  42.1  0.00  1.49 116.8  14.8  27.3  1.49  1.49  0.00  0.77   9.61   2.91
 1988 276    98    63  42.3   0.0  42.3  0.00  1.48 117.0  14.7  27.6  1.48  1.48  0.00  0.77  10.02   2.91
 1988 277    99    64  42.3   0.0  42.3  0.00  1.46 117.0  14.6  27.7  1.46  1.46  0.00  0.77  10.44   2.91
 1988 278   100    65  43.1   0.0  43.1  0.00  1.48 117.8  14.8  28.3  1.48  1.48  0.00  0.78  10.86   2.91
 1988 279   101    66  43.1   0.0  43.1  0.00  1.47 117.8  14.7  28.4  1.47  1.47  0.00  0.78  11.30   2.91
 1988 280   102    67  43.1   0.0  43.1  0.00  1.46 117.8  14.6  28.5  1.46  1.46  0.00  0.78  11.74   2.91
 1988 281   103    68  43.1   0.0  43.1  0.00  1.45 117.8  14.5  28.6  1.45  1.45  0.00  0.78  12.19   2.91
 1988 282   104    69  43.4   0.0  43.4  0.00  1.44 118.1  14.5  28.9  1.44  1.44  0.00  0.79  12.65   2.91
 1988 283   105    70  43.7   0.0  43.7  0.00  1.44 118.4  14.5  29.2  1.44  1.44  0.00  0.79  13.12   2.91
 1988 284   106    71  43.9   0.0  43.9  0.00  1.44 118.7  14.5  29.4  1.44  1.44  0.00  0.80  13.59   2.91
 1988 285   107    72  44.1   0.0  44.1  0.00  1.44 118.9  14.5  29.6  1.44  1.44  0.00  0.81  14.08   2.91
 1988 286   108    73  44.1   0.0  44.1  0.00  1.43 118.9  14.5  29.7  1.43  1.43  0.00  0.81  14.57   2.91
 1988 287   109    74  44.1   0.0  44.1  0.00  1.42 118.9  14.4  29.7  1.42  1.42  0.00  0.81  15.07   2.91
 1988 288   110    75  44.1   0.0  44.1  0.00  1.41 118.9  14.3  29.8  1.41  1.41  0.00  0.81  15.58   2.91
 1988 289   111    76  44.7   0.0  44.7  0.00  1.42 119.5  14.4  30.3  1.42  1.42  0.00  0.82  16.10   2.91
 1988 290   112    77  44.8   0.0  44.8  0.00  1.42 119.6  14.4  30.4  1.42  1.42  0.00  0.83  16.63   2.91
 1988 291   113    78  45.1   0.0  45.1  0.00  1.41 119.9  14.4  30.7  1.41  1.41  0.00  0.83  17.17   2.91
 1988 292   114    79  45.4   0.0  45.4  0.00  1.41 120.2  14.4  31.0  1.41  1.41  0.00  0.83  17.72   2.91
 1988 293   115    80  45.6   0.0  45.6  0.00  1.41 120.4  14.4  31.3  1.41  1.41  0.00  0.84  18.28   2.91
 1988 294   116    81  45.9   0.0  45.9  0.00  1.40 120.7  14.3  31.5  1.40  1.40  0.00  0.84  18.84   2.91
 1988 295   117    82  46.6   0.0  46.6  0.00  1.41 121.5  14.5  32.1  1.41  1.41  0.00  0.85  19.42   2.91
 1988 296   118    83  46.8   0.0  46.8  0.00  1.41 121.7  14.5  32.3  1.41  1.41  0.00  0.86  20.00   2.91
 1988 297   119    84  47.3   0.0  47.3  0.00  1.42 122.2  14.6  32.7  1.42  1.42  0.00  0.87  20.58   2.91
 1988 298   120    85  47.5   0.0  47.5  0.00  1.42 122.4  14.6  32.9  1.42  1.42  0.00  0.87  21.17   2.91
 1988 299   121    86  47.5   0.0  47.5  0.00  1.41 122.4  14.5  32.9  1.41  1.41  0.00  0.88  21.77   2.91
 1988 300   122    87  47.7   0.0  47.7  0.00  1.41 122.6  14.5  33.1  1.41  1.41  0.00  0.88  22.36   2.91
 1988 301   123    88  48.2   0.0  48.2  0.00  1.41 123.2  14.6  33.6  1.41  1.41  0.00  0.89  22.96   2.91
 1988 302   124    89  48.4   0.0  48.4  0.00  1.41 123.4  14.5  33.8  1.41  1.41  0.00  0.90  23.56   2.91
 1988 303   125    90  48.4   0.0  48.4  0.00  1.40 123.4  14.5  33.9  1.40  1.40  0.00  0.90  24.16   2.91
 1988 304   126    91  48.6   0.0  48.6  0.00  1.40 123.6  14.4  34.1  1.40  1.40  0.00  0.91  24.76   2.91
 1988 305   127    92  48.6   0.0  48.6  0.00  1.39 123.6  14.3  34.2  1.39  1.39  0.00  0.91  25.36   2.91
 1988 306   128    93  48.8   0.0  48.8  0.00  1.39 123.8  14.3  34.5  1.39  1.39  0.00  0.92  25.95   2.91
 1988 307   129    94  49.3   0.0  49.3  0.00  1.39 124.4  14.3  34.9  1.39  1.39  0.00  0.93  26.55   2.91
 1988 308   130    95  49.5  11.7  37.8  0.91  1.65 124.6  17.0  20.8  1.65  1.65  0.00  0.94  27.15   2.91
 1988 309   131    96  49.5  12.6  36.9  0.92  1.65 124.6  16.8  20.0  1.65  1.65  0.00  0.95  27.75   2.91
 1988 310   132    97  49.4  13.5  35.9  0.93  1.64 124.9  16.7  19.3  1.64  1.64  0.00  0.99  28.35   3.29
 1988 311   133    98  49.4  14.4  35.0  0.95  1.64 124.9  16.5  18.5  1.64  1.64  0.00  1.01  28.95   3.68
 1988 312   134    99  49.4  15.2  34.2  0.96  1.64 124.9  16.4  17.8  1.64  1.64  0.00  1.01  29.55   4.08
 1988 313   135   100  49.4  16.1  33.3  0.97  1.64 124.9  16.3  17.0  1.64  1.64  0.00  1.02  30.16   4.48
 1988 314   136   101  49.4  17.0  32.4  0.98  1.64 124.9  16.1  16.2  1.64  1.64  0.00  1.02  30.76   4.88
 1988 315   137   102  49.4  17.9  31.4  0.99  1.63 124.9  15.9  15.5  1.63  1.63  0.00  1.03  31.36   5.27
 1988 316   138   103  49.4  18.8  30.6  1.00  1.62 124.9  15.7  14.9  1.62  1.62  0.00  1.03  31.96   5.67
 1988 317   139   104  49.4  19.7  29.7  1.02  1.61 124.9  15.5  14.2  1.61  1.61  0.00  1.04  32.56   6.07
 1988 318   140   105  49.4  20.6  28.8  1.03  1.60 124.9  15.3  13.5  1.60  1.60  0.00  1.05  33.16   6.47
 1988 319   141   106  49.4  21.5  27.8  1.04  1.59 124.9  15.1  12.7  1.59  1.59  0.00  1.05  33.76   6.86
 1988 320   142   107  49.4  22.5  26.9  1.05  1.59 124.9  15.0  11.9  1.59  1.59  0.00  1.06  34.37   7.26
 1988 321   143   108  49.4  23.5  25.9  1.06  1.59 124.9  14.8  11.1  1.59  1.59  0.00  1.07  34.97   7.66
 1988 322   144   109  49.4  24.4  25.0  1.06  1.58 124.9  14.6  10.4  1.58  1.58  0.00  1.07  35.57   8.06
 1988 323   145   110  49.4  25.4  24.0  1.08  1.57 124.9  14.4   9.6  1.57  1.57  0.00  1.08  36.17   8.45
 1988 324   146   111  49.4  25.6  23.8  1.08  1.56 124.9  14.3   9.5  1.56  1.56  0.00  1.08  36.77   8.85
 1988 325   147   112  49.4  25.9  23.5  1.08  1.54 124.9  14.1   9.4  1.54  1.54  0.00  1.09  37.38   9.25
 1988 326   148   113  49.4  26.1  23.3  1.08  1.52 124.9  14.0   9.3  1.52  1.52  0.00  1.10  37.98   9.65
 1988 327   149   114  49.4  26.4  23.0  1.09  1.51 124.9  13.8   9.2  1.51  1.51  0.00  1.11  38.58  10.04
 1988 328   150   115  49.4  26.6  22.8  1.09  1.49 124.9  13.7   9.1  1.49  1.49  0.00  1.11  39.19  10.44
 1988 329   151   116  49.4  26.8  22.6  1.09  1.48 124.9  13.6   9.1  1.48  1.48  0.00  1.12  39.79  10.84
 1988 330   152   117  49.4  27.0  22.4  1.09  1.47 124.9  13.4   9.0  1.47  1.47  0.00  1.13  40.39  11.24
 1988 331   153   118  49.4  27.2  22.2  1.10  1.45 124.9  13.3   8.9  1.45  1.45  0.00  1.14  41.00  11.63
 1988 332   154   119  49.4  27.4  22.0  1.10  1.44 124.9  13.2   8.8  1.44  1.44  0.00  1.14  41.60  12.03
 1988 333   155   120  49.4  27.4  22.0  1.10  1.44 124.9  13.2   8.8  1.44  1.44  0.00  1.14  41.60  12.03
 1988 334   156   121  49.4  27.4  22.0  1.10  1.44 124.9  13.2   8.8  1.44  1.44  0.00  1.14  41.60  12.03

*DSSAT Cropping System Model Ver. 4.6.1.000 -release      DEC 02, 2018; 12:33:07
                                                                                
*RUN   4        : 89_01                     RICER046 SSKT0001    4              
 MODEL          : RICER046 - Rice                                               
 EXPERIMENT     : SSKT0001 RI mulation, Thailand                                
 DATA PATH      : C:\DSSAT46\Rice\                                              
 TREATMENT  4   : 89_01                     RICER046                            
  
@YEAR DOY   DAS   DAP  CNAD  GNAD  VNAD  GN%D  VN%D  NUPC  LNAD  SNAD  LN%D  SN%D  SHND  RN%D  SNN0C  SNN1C                                 
 1989 213    35     0   9.3   0.0   9.3  0.00  3.27 126.5   8.4   0.9  3.27  3.27  0.00  0.61   0.00   0.00
 1989 214    36     1  10.3   0.0  10.3  0.00  3.64 128.1   9.3   1.0  3.64  3.64  0.00  0.98   0.00   0.00
 1989 215    37     2  11.3   0.0  11.3  0.00  3.97 129.4  10.2   1.1  3.97  3.97  0.00  1.22   0.01   0.00
 1989 216    38     3  11.3   0.0  11.3  0.00  3.95 129.6  10.2   1.1  3.95  3.95  0.00  1.24   0.02   0.13
 1989 217    39     4  11.3   0.0  11.3  0.00  3.94 129.9  10.2   1.1  3.94  3.94  0.00  1.27   0.02   0.27
 1989 218    40     5  11.3   0.0  11.3  0.00  3.92 130.1  10.1   1.1  3.92  3.92  0.00  1.28   0.03   0.43
 1989 219    41     6  11.3   0.0  11.3  0.00  3.90 130.3  10.1   1.1  3.90  3.90  0.00  1.24   0.04   0.61
 1989 220    42     7  11.3   0.0  11.3  0.00  3.76 130.3  10.0   1.3  3.76  3.76  0.00  1.16   0.04   0.80
 1989 221    43     8  11.3   0.0  11.3  0.00  3.61 130.3   9.8   1.4  3.61  3.61  0.00  1.10   0.05   0.99
 1989 222    44     9  11.9   0.0  11.9  0.00  3.43 131.0  10.0   1.9  3.43  3.43  0.00  1.05   0.06   1.19
 1989 223    45    10  13.3   0.0  13.3  0.00  3.40 132.4  10.7   2.6  3.40  3.40  0.00  1.02   0.06   1.38
 1989 224    46    11  15.0   0.0  15.0  0.00  3.39 134.2  11.7   3.3  3.39  3.39  0.00  1.03   0.07   1.57
 1989 225    47    12  17.3   0.0  17.3  0.00  3.39 136.7  12.9   4.4  3.39  3.39  0.00  1.03   0.08   1.78
 1989 226    48    13  19.5   0.0  19.5  0.00  3.38 139.1  14.1   5.4  3.38  3.38  0.00  1.03   0.09   1.99
 1989 227    49    14  21.2   0.0  21.2  0.00  3.27 141.0  15.0   6.3  3.27  3.27  0.00  1.02   0.09   2.22
 1989 228    50    15  22.4   0.0  22.4  0.00  2.98 142.2  15.3   7.1  2.98  2.98  0.00  0.98   0.10   2.22
 1989 229    51    16  23.3   0.0  23.3  0.00  2.69 143.2  15.4   7.9  2.69  2.69  0.00  0.93   0.12   2.22
 1989 230    52    17  24.0   0.0  24.0  0.00  2.52 143.9  15.3   8.7  2.52  2.52  0.00  0.89   0.15   2.22
 1989 231    53    18  24.5   0.0  24.5  0.00  2.39 144.5  15.1   9.4  2.39  2.39  0.00  0.87   0.18   2.22
 1989 232    54    19  24.6   0.0  24.6  0.00  2.27 144.6  14.8   9.9  2.27  2.27  0.00  0.85   0.23   2.22
 1989 233    55    20  25.2   0.0  25.2  0.00  2.18 145.2  14.6  10.5  2.18  2.18  0.00  0.83   0.28   2.22
 1989 234    56    21  25.3   0.0  25.3  0.00  2.08 145.3  14.3  11.0  2.08  2.08  0.00  0.81   0.33   2.22
 1989 235    57    22  25.5   0.0  25.5  0.00  2.02 145.5  14.1  11.3  2.02  2.02  0.00  0.80   0.40   2.22
 1989 236    58    23  26.0   0.0  26.0  0.00  2.00 146.1  14.1  11.9  2.00  2.00  0.00  0.79   0.47   2.22
 1989 237    59    24  26.2   0.0  26.2  0.00  1.93 146.2  13.9  12.3  1.93  1.93  0.00  0.78   0.55   2.22
 1989 238    60    25  26.3   0.0  26.3  0.00  1.87 146.4  13.7  12.7  1.87  1.87  0.00  0.77   0.64   2.22
 1989 239    61    26  26.9   0.0  26.9  0.00  1.84 147.0  13.6  13.2  1.84  1.84  0.00  0.76   0.73   2.22
 1989 240    62    27  27.0   0.0  27.0  0.00  1.81 147.2  13.5  13.5  1.81  1.81  0.00  0.76   0.83   2.22
 1989 241    63    28  27.2   0.0  27.2  0.00  1.78 147.3  13.4  13.8  1.78  1.78  0.00  0.75   0.94   2.22
 1989 242    64    29  27.8   0.0  27.8  0.00  1.77 148.0  13.4  14.4  1.77  1.77  0.00  0.75   1.06   2.22
 1989 243    65    30  28.0   0.0  28.0  0.00  1.74 148.2  13.3  14.7  1.74  1.74  0.00  0.74   1.18   2.22
 1989 244    66    31  28.7   0.0  28.7  0.00  1.74 149.0  13.5  15.3  1.74  1.74  0.00  0.74   1.31   2.22
 1989 245    67    32  29.0   0.0  29.0  0.00  1.72 149.2  13.4  15.6  1.72  1.72  0.00  0.74   1.45   2.22
 1989 246    68    33  29.2   0.0  29.2  0.00  1.70 149.5  13.3  15.9  1.70  1.70  0.00  0.74   1.60   2.22
 1989 247    69    34  29.9   0.0  29.9  0.00  1.70 150.2  13.4  16.5  1.70  1.70  0.00  0.74   1.75   2.22
 1989 248    70    35  30.3   0.0  30.3  0.00  1.69 150.6  13.4  16.9  1.69  1.69  0.00  0.74   1.91   2.22
 1989 249    71    36  30.5   0.0  30.5  0.00  1.68 150.9  13.4  17.2  1.68  1.68  0.00  0.74   2.08   2.22
 1989 250    72    37  31.3   0.0  31.3  0.00  1.70 151.6  13.6  17.6  1.70  1.70  0.00  0.74   2.25   2.22
 1989 251    73    38  31.6   0.0  31.6  0.00  1.69 152.0  13.6  17.9  1.69  1.69  0.00  0.75   2.43   2.22
